,Third Party,Source,2016 H1,2016 H2,2017 H1,2017 H2,2018 H1,2018 H2,2019 H1,2019 H2,2020 H1,2020 H2,2021 H1,2021 H2,% Of Revenue,Cumulative %
785,PRS,BBC Radio Norfolk Low Peak,,,,,,,,0.69,0.34,,,0.71,0.0%,99.65%
786,PRS,Alliance Deezer Netherlands Limited Download / On Demand Streaming Service Sing,,,,,0.0,0.39,,0.04,,0.92,0.31,0.08,0.0%,99.65%
787,PRS,MSB2B - YCD Multimedia Ltd - Online,,,,,,,,,1.74,,,,0.0%,99.66%
788,PRS,ARESA NAPSTER S.A.R.L Germany Limited Download / On Demand Streaming Ser,,0.53,,0.54,0.66,,,,,,,,0.0%,99.66%
789,PRS,2BR 99.8 FM (Analogy),0.39,0.63,0.14,,,0.57,,,,,,,0.0%,99.66%
790,PRS,Yorkshire Coast Radio High Peak Main,,,,,,,,0.49,0.17,0.24,0.23,0.59,0.0%,99.66%
791,PRS,BBC Radio Humberside High Peak,,,,,,,,0.46,,0.42,,0.83,0.0%,99.66%
792,PRS,BBC Three Counties Radio Public Reception,,,,,,,,,,1.05,0.08,0.58,0.0%,99.66%
793,PRS,Alliance iTunes Cloud Services Switzerland Limited Download / On Demand Streami,,,,,,0.79,,0.09,,0.27,0.55,,0.0%,99.66%
794,PRS,GBC FM,,0.95,,0.4,,0.2,,0.01,,0.14,,,0.0%,99.66%
795,PRS,BBC 6 Music (SPD),,,0.08,1.26,,,,0.15,,0.1,,0.1,0.0%,99.66%
796,PRS,Radio Pembrokeshire 102.5 FM (Census),0.16,1.15,0.38,,,,,,,,,,0.0%,99.66%
797,PRS,Alliance iTunes Cloud Services Denmark Limited Download / On Demand Streaming,,,,0.0,,0.12,,0.02,,1.23,0.32,,0.0%,99.67%
798,PRS,Playboy TV Primetime,,,,1.68,,,,,,,,,0.0%,99.67%
799,PRS,MSB2B - Imagesound Plc MENA - Online,,,,,,,,1.68,,,,,0.0%,99.67%
800,PRS,Romanian (UCMR-ADA) Private Copying,,,,,,,,1.67,,,,,0.0%,99.67%
801,PRS,itv Granada Primetime Commercials,,0.96,,0.71,,,,,,,,,0.0%,99.67%
802,PRS,Time 107.5 FM  Low Peak Mains,,,,,,,,0.51,0.33,0.34,0.1,0.36,0.0%,99.67%
803,PRS,Wessex 96 & 97.2 FM (Analogy),0.7,0.56,0.1,,,0.27,,,,,,,0.0%,99.67%
804,PRS,97.2 Stray FM High Peak Main,,,,,,,,,,0.25,0.39,0.99,0.0%,99.67%
805,PRS,Alliance Apple Music Czech Republic Limited Download / On Demand Streaming Ser,,0.18,0.08,0.15,0.06,0.13,0.05,0.08,0.14,0.22,0.07,0.45,0.0%,99.67%
806,PRS,Alliance Google Ukraine Limited Download / On Demand Streaming Service Single,,0.02,0.0,0.01,0.07,0.29,0.12,0.44,0.14,0.47,0.04,0.01,0.0%,99.67%
807,PRS,ITV1 Yorkshire Belmont Comms Non Peak,,,,,,,,,,,,1.6,0.0%,99.68%
808,PRS,BBC Radio York Non Peak,,,,,,,,0.73,0.55,0.11,0.15,0.06,0.0%,99.68%
809,PRS,Sony Max Africa (NSPD),,,,,,,,1.58,,,,,0.0%,99.68%
810,PRS,GEOL - Now TV,,,0.01,0.02,,1.01,,0.14,0.02,0.08,0.03,0.26,0.0%,99.68%
811,PRS,Alliance Google France Limited Download / On Demand Streaming Service Video,,,,,,,,,,1.57,,,0.0%,99.68%
812,PRS,Clyde 2 High Peak Main,,,,,,,,0.3,0.24,0.5,0.15,0.38,0.0%,99.68%
813,PRS,Alliance Vodafone Limited United Kingdom Subscription Permanent Download Servic,,,,1.56,,,,,,,,,0.0%,99.68%
814,PRS,Smooth Radio (97.5 & 107.7 FM North East) Comms (Sampled),,,,,,1.55,,,,,,,0.0%,99.68%
815,PRS,Cheshire's Silk 106.9 (Census),,,,1.26,,0.28,,,,,,,0.0%,99.68%
816,PRS,PICK TV Non Peak,,,,,,1.54,,,,,,,0.0%,99.68%
817,PRS,Mansfield 103.2 FM Low Peak Mains,,,,,,,,0.56,0.08,0.35,0.2,0.35,0.0%,99.68%
818,PRS,ITV1 Yorkshire Belmont Comms Low Peak,,,,,,,,,,,,1.53,0.0%,99.69%
819,PRS,Alliance Amazon Austria Limited Download / On Demand Streaming Service Single,,,,,,0.02,,0.0,0.0,0.37,0.15,0.97,0.0%,99.69%
820,PRS,Ridings FM Low Peak Mains,,,,,,,,0.63,0.35,0.34,0.04,0.14,0.0%,99.69%
821,PRS,Signal 107 High Peak Main,,,,,,,,,,0.04,0.41,1.05,0.0%,99.69%
822,PRS,Alliance Spotify (2nd Invoice) Norway Limited Download / On Demand Streaming Se,,,,,,,,,,,0.39,1.11,0.0%,99.69%
823,PRS,BBC Radio Leeds Low Peak,,,,,,,,,,0.33,0.64,0.52,0.0%,99.69%
824,PRS,Radio City 2 Non Peak Main,,,,,,,,0.54,,0.32,0.11,0.52,0.0%,99.69%
825,PRS,107.3 Radio Exe  High Peak Main,,,,,,,,1.15,0.05,0.12,0.08,0.09,0.0%,99.69%
826,PRS,Time 107.5 FM  High Peak Main,,,,,,,,0.29,0.25,0.35,0.24,0.36,0.0%,99.69%
827,PRS,Radio X (104.9 FM Greater London) (Census),,0.2,1.28,,,,,,,,,,0.0%,99.69%
828,PRS,BBC Radio Lancashire Non Peak,,,,,,,,0.77,,,0.29,0.42,0.0%,99.69%
829,PRS,Alliance Facebook  Inc Finland Limited Download / On Demand Streaming Service S,,,,,,0.44,,0.54,,0.5,,,0.0%,99.7%
830,PRS,Alliance Spotify Poland Limited Download / On Demand Streaming Service Single,,0.12,0.02,0.1,0.05,0.07,,0.08,0.0,0.37,0.16,0.5,0.0%,99.7%
831,PRS,BBC Radio Suffolk Public Reception,,,,,,,,,,0.69,0.16,0.62,0.0%,99.7%
832,PRS,BBC Radio Berkshire Non Peak,,,,,,,,0.51,,0.76,0.18,,0.0%,99.7%
833,PRS,BBC Entertainment Asia Primetime,1.44,,,,,,,,,,,,0.0%,99.7%
834,PRS,Eagle Radio Non Peak Main,,,,,,,,0.31,,,0.2,0.93,0.0%,99.7%
835,PRS,BBC1 Scotland High Peak,,,,,,,,,,,,1.44,0.0%,99.7%
836,PRS,BBC Radio Scotland Public Reception,,,,,,,,,,0.77,,0.66,0.0%,99.7%
837,PRS,BBC Lifestyle Poland (NSPD),0.04,,0.86,,,0.17,,0.11,0.04,0.19,,,0.0%,99.7%
838,PRS,Syfy Low Peak,,,,,,,,,0.96,,0.02,0.42,0.0%,99.7%
839,PRS,97.2 Stray FM Low Peak Mains,,,,,,,,,,0.71,0.13,0.56,0.0%,99.7%
840,PRS,Alliance YouTube Czech Republic Limited Download / On Demand Streaming Servic,,,0.02,0.07,,0.14,,0.2,,0.96,,,0.0%,99.71%
841,PRS,BBC Radio Wiltshire Low Peak,,,,,,,,0.92,0.35,0.1,,0.01,0.0%,99.71%
842,PRS,Alliance iTunes Italy Permanent Download Service Album,,0.25,0.07,0.23,0.1,0.2,,0.14,0.09,0.17,0.03,0.1,0.0%,99.71%
843,PRS,Alliance Apple Music Poland Limited Download / On Demand Streaming Service Sing,,0.3,0.15,0.23,0.03,0.11,0.04,0.04,0.07,0.16,0.1,0.15,0.0%,99.71%
844,PRS,Alliance Juke Entertainment Germany Limited Download / On Demand Streaming Se,,,,,,,,,1.36,0.01,,,0.0%,99.71%
845,PRS,BBC Radio Newcastle High Peak,,,,,,,,0.92,0.45,,,,0.0%,99.71%
846,PRS,itv West Country Primetime,,0.58,,0.01,,0.77,,,,,,,0.0%,99.71%
847,PRS,Solid Gold Gem (Trent) High Peak Main,,,,,,,,0.09,0.07,0.56,0.09,0.55,0.0%,99.71%
848,PRS,YouSing Ltd,,,,,,,,0.06,,,0.72,0.58,0.0%,99.71%
849,PRS,BBC Lifestyle Africa (NSPD),0.25,,1.44,-0.72,,,,0.23,0.11,,0.04,,0.0%,99.71%
850,PRS,107.3 Radio Exe  Non Peak Main,,,,,,,,1.1,0.25,,,,0.0%,99.71%
851,PRS,Yorkshire Coast Radio Low Peak Mains,,,,,,,,0.61,0.14,0.17,0.08,0.34,0.0%,99.71%
852,PRS,Sky Atlantic Primetime,,0.66,0.68,,,,,,,,,,0.0%,99.71%
853,PRS,BBC Entertainment Poland (NSPD),0.19,0.15,0.55,,,,,,,0.45,,,0.0%,99.72%
854,PRS,BBC Sussex High Peak,,,,,,,,0.81,,0.53,,,0.0%,99.72%
855,PRS,ITV1 London LWT Low Peak,,,,,,,,,,1.34,,,0.0%,99.72%
856,PRS,talkSPORT High Peak Main,,,,,,,,,,,0.74,0.59,0.0%,99.72%
857,PRS,Sky Sci-Fi/Horror Non-Primetime,,,,,,1.33,,,,,,,0.0%,99.72%
858,PRS,Hallam 2  High Peak Main,,,,,,,,0.3,0.1,0.24,0.19,0.49,0.0%,99.72%
859,PRS,Signal 2 (AM) Public Reception,,,,,,,,,,0.74,0.12,0.45,0.0%,99.72%
860,PRS,Alliance UNIVERSAL INTERNATIONAL MUSIC BV United Kingdom On Demand Sub,,,,1.31,,,,,,,,,0.0%,99.72%
861,PRS,BBC Radio Nan Gaidheal Non Peak,,,,,,,,,1.3,,,,0.0%,99.72%
862,PRS,Challenge Non-Primetime (Census),,0.88,,0.17,,0.25,,,,,,,0.0%,99.72%
863,PRS,itv HTV Wales Non-Primetime,,,,,,1.3,,,,,,,0.0%,99.72%
864,PRS,Alliance Google Czech Republic Limited Download / On Demand Streaming Service,,0.07,0.0,0.22,0.1,0.24,0.07,0.15,0.05,0.37,0.01,0.01,0.0%,99.72%
865,PRS,itv Scotland Grampian Only Non-Primetime,0.63,,,0.66,,,,,,,,,0.0%,99.73%
866,PRS,Compass FM Non Peak Main,,,,,,,,0.77,0.15,0.24,0.02,0.1,0.0%,99.73%
867,PRS,BBC Radio Northampton Public Reception,,,,,,,,,,0.56,0.05,0.67,0.0%,99.73%
868,PRS,Alliance iTunes France Permanent Download Service Album,,0.34,0.05,0.17,0.17,0.17,0.01,0.1,0.04,0.12,0.06,0.05,0.0%,99.73%
869,PRS,BBC Radio Leicester High Peak,,,,,,,,0.9,,,0.38,,0.0%,99.73%
870,PRS,Alliance Google Netherlands Limited Download / On Demand Streaming Service Sin,,0.08,0.0,0.16,0.15,0.25,0.06,0.23,0.03,0.25,0.06,0.01,0.0%,99.73%
871,PRS,Alliance YouTube South Africa Limited Download / On Demand Streaming Service S,,,,,,0.03,,0.33,,0.88,,0.03,0.0%,99.73%
872,PRS,GEOL - Virgin - Film Rentals,,,,,,0.02,,,1.23,0.02,,,0.0%,99.73%
873,PRS,BBC Radio Coventry & Warwickshire Low Peak,,,,,,,,0.76,,0.22,0.11,0.18,0.0%,99.73%
874,PRS,Alliance Spotify Austria Limited Download / On Demand Streaming Service Single,,0.01,0.02,0.11,0.01,0.1,,0.1,0.05,0.21,0.14,0.51,0.0%,99.73%
875,PRS,BBC Radio Lincolnshire Non Peak,,,,,,,,0.63,0.23,0.4,,,0.0%,99.73%
876,PRS,107.3 Radio Exe  Low Peak Mains,,,,,,,,0.8,0.35,,0.03,0.08,0.0%,99.73%
877,PRS,Montenegran (Pam Cg) G&B,,,,,,,,,0.37,,,0.88,0.0%,99.73%
878,PRS,Alliance Google Netherlands Limited Download / On Demand Streaming Service Vid,,,,,,,,,,1.24,,,0.0%,99.73%
879,PRS,Alliance Apple Music Germany Limited Download / On Demand Streaming Service Sin gle,,,,,,,,,,,,1.23,0.0%,99.74%
880,PRS,ITV1 London Carlton Low Peak,,,,,,,,1.23,,,,,0.0%,99.74%
881,PRS,Turkish (MESAM) Films,,,0.22,0.95,,,,,,,,0.06,0.0%,99.74%
882,PRS,itv HTV Wales Primetime,,,,,,1.23,,,,,,,0.0%,99.74%
883,PRS,Alliance Napster Netherlands Limited Download / On Demand Streaming Service Sin,,,,0.43,0.15,0.26,0.15,0.05,0.07,0.02,0.03,0.06,0.0%,99.74%
884,PRS,BBC1 Northern Ireland Low Peak,,,,,,,,,,,0.6,0.62,0.0%,99.74%
885,PRS,BBC Radio Devon Non Peak,,,,,,,,0.24,,0.43,0.22,0.33,0.0%,99.74%
886,PRS,GBC TV,,0.61,,0.31,,0.17,,0.01,,0.11,,,0.0%,99.74%
887,PRS,Alliance Spotify (2nd Invoice) Netherlands Limited Download / On Demand Streamin,,,,,,,,,,,,1.21,0.0%,99.74%
888,PRS,Forth 2 High Peak Main,,,,,,,,0.18,0.12,0.25,0.18,0.48,0.0%,99.74%
889,PRS,Alliance Facebook  Inc Hungary Limited Download / On Demand Streaming Service S,,,,,,0.18,,0.21,,0.82,,,0.0%,99.74%
890,PRS,Downtown AM High Peak Main,,,,,,,,1.21,,,,,0.0%,99.74%
891,PRS,Slovenian (SAZAS) General & Broadcasting,,,,,,,,1.2,,,,,0.0%,99.74%
892,PRS,4seven Primetime,0.65,0.41,,,,0.14,,,,,,,0.0%,99.75%
893,PRS,BBC Radio Cambridgeshire Public Reception,,,,,,,,,,0.62,0.05,0.52,0.0%,99.75%
894,PRS,BBC Five Live (SPD),,,0.9,0.28,,,,,,0.01,,,0.0%,99.75%
895,PRS,Sky One (SPD),,,,,,,,0.77,,0.09,,0.33,0.0%,99.75%
896,PRS,Alliance Google Spain Limited Download / On Demand Streaming Service Single,,0.04,0.0,0.14,0.11,0.26,0.1,0.22,0.11,0.19,0.02,0.0,0.0%,99.75%
897,PRS,HORROR Non Peak,,,,,,,,,,,,1.18,0.0%,99.75%
898,PRS,Radio Clyde 2 Public Reception,,,,,,,,,,0.27,0.08,0.83,0.0%,99.75%
899,PRS,Alliance Deezer Ireland Limited Download / On Demand Streaming Service Single,,,,,,0.05,,0.2,0.0,0.54,0.21,0.18,0.0%,99.75%
900,PRS,Sky Atlantic Low Peak,,,,,,,,,,0.47,0.01,0.69,0.0%,99.75%
901,PRS,Wessex FM Low Peak Mains,,,,,,,,0.25,0.1,0.3,0.09,0.42,0.0%,99.75%
902,PRS,Pulse 2 AM High Peak Main,,,,,,,,0.51,0.56,0.09,,,0.0%,99.75%
903,PRS,Alliance YouTube Israel Limited Download / On Demand Streaming Service Single,,,,,0.03,0.29,,0.11,,0.73,,,0.0%,99.75%
904,PRS,Alliance Spotify (2nd Invoice) United Kingdom Limited Download / On Demand Stream ing S,,,,,,,,,,,,1.16,0.0%,99.75%
905,PRS,Alliance Facebook  Inc Croatia (Local Name: Hrvatska) Limited Download / On Dema,,,,,,0.24,,0.53,,0.39,,,0.0%,99.75%
906,PRS,Swansea Sound AM High Peak Main,,,,,,,,0.43,0.27,0.18,0.14,0.14,0.0%,99.75%
907,PRS,High Peak Radio (Census),,0.12,0.08,0.27,0.09,0.59,,,,,,,0.0%,99.76%
908,PRS,BBC Tees High Peak,,,,,,,,0.6,0.31,,,0.23,0.0%,99.76%
909,PRS,Alliance Google France Limited Download / On Demand Streaming Service Single,,0.06,0.01,0.11,0.12,0.3,0.08,0.16,0.05,0.2,0.04,0.0,0.0%,99.76%
910,PRS,GEOL - Apple (Rental),,,,,,,,,,1.05,,0.08,0.0%,99.76%
911,PRS,GOLD 1458 (MANCHESTER) Public Reception,,,,,,,,,,0.45,0.08,0.6,0.0%,99.76%
912,PRS,Alliance iTunes Cloud Services Ireland Limited Download / On Demand Streaming S,,,,0.0,,0.31,,0.06,,0.59,0.16,,0.0%,99.76%
913,PRS,Alliance Napster Italy Limited Download / On Demand Streaming Service Single,,,,1.0,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0%,99.76%
914,PRS,BBC Radio Oxford 95.2 FM Non Peak,,,,,,,,0.3,,0.62,0.2,,0.0%,99.76%
915,PRS,Viasat Nature/Viasat Crime (SPD),,,,,,1.12,,,,,,,0.0%,99.76%
916,PRS,ITV1 Ulster Low Peak,,,,,,,,0.52,,0.6,,,0.0%,99.76%
917,PRS,BBC Radio Leicester Low Peak,,,,,,,,0.98,,0.14,,,0.0%,99.76%
918,PRS,ARESA SPOTIFY LIMITED Denmark Limited Download / On Demand Streaming Ser,,1.11,,-0.01,0.02,,,,,,,,0.0%,99.76%
919,PRS,Alliance Microsoft X Box United Kingdom Limited Download / On Demand Streaming,,1.12,,,,,,,,,,,0.0%,99.76%
920,PRS,Smooth - Peterborough Low Peak Mains,,,,,,,,,,0.27,0.21,0.63,0.0%,99.76%
921,PRS,Original 106 FM (Aberdeen) (Census),,,,0.96,0.15,,,,,,,,0.0%,99.76%
922,PRS,BBC Radio Nottingham Non Peak,,,,,,,,1.11,,,,,0.0%,99.77%
923,PRS,itv London Carlton Non-Primetime Commercials,,,,1.1,,,,,,,,,0.0%,99.77%
924,PRS,Alliance Deezer Belgium Limited Download / On Demand Streaming Service Single,,,,,0.01,0.31,,0.05,0.0,0.41,0.08,0.24,0.0%,99.77%
925,PRS,Universal Channel South Africa Non-Primetime,,,,1.1,,,,,,,,,0.0%,99.77%
926,PRS,GEOL - Virgin - VOD Content,0.56,,,,0.23,0.02,,,0.22,0.05,0.01,0.01,0.0%,99.77%
927,PRS,Spirit FM Low Peak Mains,,,,,,,,0.24,0.08,0.28,0.09,0.41,0.0%,99.77%
928,PRS,TV 1000 Scandi Non-Primetime (Sampled),,,,,,1.1,,,,,,,0.0%,99.77%
929,PRS,Alliance Google Norway Limited Download / On Demand Streaming Service Single,,0.03,0.0,0.11,0.12,0.28,0.12,0.16,0.07,0.17,0.03,0.01,0.0%,99.77%
930,PRS,Key 2  Low Peak Mains,,,,,,,,0.15,0.06,0.05,0.15,0.67,0.0%,99.77%
931,PRS,Wessex FM High Peak Main,,,,,,,,,,0.07,0.28,0.73,0.0%,99.77%
932,PRS,ITV1 Central West Public Reception Comms,,,,,,,,,,,,1.08,0.0%,99.77%
933,PRS,Alliance iTunes Belgium Permanent Download Service Single,,0.11,0.11,0.17,0.05,0.21,,0.03,0.02,0.14,0.12,0.11,0.0%,99.77%
934,PRS,BBC Entertainment Pan Europe Primetime (Census),,0.21,0.04,0.78,,,,,,0.04,,,0.0%,99.77%
935,PRS,Discovery Home & Health Non-Primetime,0.18,0.33,0.04,,,0.26,,,,0.26,,,0.0%,99.77%
936,PRS,Alliance Google Ireland Permanent Download Service Album,,0.15,0.01,0.06,0.21,0.32,0.04,0.03,0.09,0.08,0.08,,0.0%,99.77%
937,PRS,KCFM High Peak Main,,,,,,,,,0.28,0.09,0.19,0.49,0.0%,99.78%
938,PRS,Alliance Spotify (2nd Invoice) Germany Limited Download / On Demand Streaming S,,,,,,,,,,,0.02,1.03,0.0%,99.78%
939,PRS,Smooth Radio (105.7 FM West Midlands) Commercials (Sampled),,,,,,1.05,,,,,,,0.0%,99.78%
940,PRS,Spirit FM High Peak Main,,,,,,,,,,0.06,0.27,0.71,0.0%,99.78%
941,PRS,Absolute - W.Midlands 105.2  Low Peak Mains,,,,,,,,,0.1,0.28,0.12,0.54,0.0%,99.78%
942,PRS,Alliance YouTube Netherlands Limited Download / On Demand Streaming Service V,,,,,,,,,,0.94,0.04,0.06,0.0%,99.78%
943,PRS,13th Street Poland Non Peak,,,,,,,,0.12,,0.3,0.32,0.3,0.0%,99.78%
944,PRS,BBC Radio Leicester Non Peak,,,,,,,,1.04,,,,,0.0%,99.78%
945,PRS,BBC Radio Wiltshire High Peak,,,,,,,,0.25,,,0.51,0.28,0.0%,99.78%
946,PRS,Viasat History (SPD),,0.23,,0.16,,0.59,,0.06,,,,,0.0%,99.78%
947,PRS,KLFM 96.7 High Peak Main,,,,,,,,,,0.13,0.25,0.65,0.0%,99.78%
948,PRS,Alliance iTunes Denmark Permanent Download Service Single,0.03,0.21,0.04,0.08,0.08,0.15,0.02,0.11,0.06,0.18,0.06,0.01,0.0%,99.78%
949,PRS,Alliance Google Denmark Limited Download / On Demand Streaming Service Single,,0.05,0.0,0.11,0.08,0.22,0.06,0.15,0.04,0.27,0.03,0.01,0.0%,99.78%
950,PRS,Alliance iTunes Sweden Permanent Download Service Album,0.02,0.16,0.12,0.13,0.05,0.13,,0.1,0.05,0.13,0.03,0.1,0.0%,99.78%
951,PRS,itv Scotland Grampian Only Primetime,,0.44,,0.1,,0.47,,,,,,,0.0%,99.78%
952,PRS,Alliance Facebook  Inc Czech Republic Limited Download / On Demand Streaming S,,,,,,0.29,,0.21,,0.51,,,0.0%,99.78%
953,PRS,West Midlands Radio Public Reception,,,,,,,,,,0.04,0.04,0.93,0.0%,99.79%
954,PRS,Radio Aire High Peak Main,,,,,,,,,,0.06,0.26,0.68,0.0%,99.79%
955,PRS,ITV1 Grampian Only Low Peak,,,,,,,,0.49,,0.51,,,0.0%,99.79%
956,PRS,Syfy Non-Primetime (Census),,,0.8,,,,,,,,,0.2,0.0%,99.79%
957,PRS,Channel 4 Public Reception,,,,,,,,,,0.98,0.02,,0.0%,99.79%
958,PRS,Cuillin FM,,1.0,,,,,,,,,,,0.0%,99.79%
959,PRS,Clyde 2 Low Peak Mains,,,,,,,,0.31,0.19,0.22,0.05,0.22,0.0%,99.79%
960,PRS,Absolute Radio (105.8 FM Greater London),,0.99,,,,,,,,,,,0.0%,99.79%
961,PRS,Kazakhstan (KAZAK) General & Broadcasting,0.99,,,,,,,,,,,,0.0%,99.79%
962,PRS,Smooth Radio (106.6 FM East Midlands) Commercials (Sampled),,,,,,0.99,,,,,,,0.0%,99.79%
963,PRS,Alliance YouTube Germany Limited Download / On Demand Streaming Service Single,,,,,,,,,,,,0.99,0.0%,99.79%
964,PRS,Manx FM High Peak Main,,,,,,,,0.67,,0.07,0.09,0.16,0.0%,99.79%
965,PRS,Philippines (FILSCAP) General & Broadcasting,,0.73,,0.06,0.01,0.03,,0.03,,0.08,,0.04,0.0%,99.79%
966,PRS,Alliance Google Italy Limited Download / On Demand Streaming Service Single,,0.02,0.0,0.15,0.11,0.24,0.06,0.2,0.07,0.1,0.03,0.0,0.0%,99.79%
967,PRS,Alliance iTunes France Permanent Download Service Single,,0.21,0.04,0.15,0.07,0.14,0.0,0.06,0.01,0.18,0.08,0.04,0.0%,99.79%
968,PRS,Touch FM - Stratford Low Peak Mains,,,,,,,,0.8,0.18,,,,0.0%,99.79%
969,PRS,Alliance Spotify (2nd Invoice) Ireland Limited Download / On Demand Streaming Ser,,,,,,,,,,,,0.98,0.0%,99.79%
970,PRS,Alliance Facebook  Inc Ukraine Limited Download / On Demand Streaming Service S,,,,,,0.98,,,,,,,0.0%,99.8%
971,PRS,MSB2B - A.V. Technical Services Ltd - Online - Audit,,,,,,,,,0.96,,,,0.0%,99.8%
972,PRS,Power Music Inc - Online,,,0.96,,,,,,,,,,0.0%,99.8%
973,PRS,Alliance Aspiro AB Norway Limited Download / On Demand Streaming Service Single,,,,,,0.4,0.1,0.04,0.04,0.0,,0.38,0.0%,99.8%
974,PRS,BBC Radio Derby Non Peak,,,,,,,,0.96,,,,,0.0%,99.8%
975,PRS,Playboy TV (NSPD),,,,0.17,,0.07,,0.13,,0.59,,,0.0%,99.8%
976,PRS,Alliance YouTube Spain Limited Download / On Demand Streaming Service Video,,,,,,,,,,0.74,0.06,0.15,0.0%,99.8%
977,PRS,BBC Radio Foyle Non Peak,,,,,,,,0.95,,,,,0.0%,99.8%
978,PRS,Mix 96 High Peak Main,,,,,,,,,,0.09,0.31,0.55,0.0%,99.8%
979,PRS,Minster FM High Peak Main,,,,,,,,,,0.16,0.22,0.56,0.0%,99.8%
980,PRS,Ridings FM Non Peak Main,,,,,,,,0.5,0.11,0.21,0.02,0.1,0.0%,99.8%
981,PRS,Time 107.5 FM  Non Peak Main,,,,,,,,0.39,0.14,0.18,0.05,0.18,0.0%,99.8%
982,PRS,BBC Radio 1 Public Reception,,,,,,,,,,,0.94,,0.0%,99.8%
983,PRS,BBC Radio Ulster Public Reception,,,,,,,,,,0.3,0.18,0.46,0.0%,99.8%
984,PRS,Alliance Xandrie S.A. Germany Limited Download / On Demand Streaming Service S,,,,,,0.08,,0.25,0.19,0.08,,0.33,0.0%,99.8%
985,PRS,Radiowave - Blackpool 96.5 FM High Peak Main,,,,,,,,,,0.05,0.25,0.63,0.0%,99.8%
986,PRS,Alliance Facebook  Inc Serbia Limited Download / On Demand Streaming Service Sin,,,,,,0.92,,,,,,,0.0%,99.8%
987,PRS,BBC Entertainment Pan Europe Non-Primetime (Census),,0.33,0.02,0.52,,,,,,0.05,,,0.0%,99.8%
988,PRS,Greek (AUTODIA) G&B,,,,,,,,,,,,0.91,0.0%,99.81%
989,PRS,E4 Non-Primetime (Census),0.23,,,0.18,0.18,0.32,,,,,,,0.0%,99.81%
990,PRS,Channel 103 FM (Census),0.18,,,,0.37,0.36,,,,,,,0.0%,99.81%
991,PRS,Alliance YouTube Hungary Limited Download / On Demand Streaming Service Single,,,,0.04,0.01,0.17,,0.12,,0.57,,,0.0%,99.81%
992,PRS,Alliance Amazon France Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.14,0.06,0.7,0.0%,99.81%
993,PRS,Alliance Deezer Denmark Limited Download / On Demand Streaming Service Single,,,,,0.0,0.14,,0.1,0.02,0.37,0.2,0.07,0.0%,99.81%
994,PRS,itv Border Scotland Non-Primetime,0.34,,,0.38,,0.17,,,,,,,0.0%,99.81%
995,PRS,Time 107.5 FM  Public Reception,,,,,,,,,,0.2,0.07,0.62,0.0%,99.81%
996,PRS,BBC1 Northern Ireland High Peak,,,,,,,,,,,0.89,,0.0%,99.81%
997,PRS,Alliance Google Sweden Limited Download / On Demand Streaming Service Single,,0.06,,0.09,0.11,0.26,0.05,0.12,0.04,0.14,0.01,0.0,0.0%,99.81%
998,PRS,Gold Commercials (SPD),,,,,,,,0.88,,,,,0.0%,99.81%
999,PRS,Alliance RDIO United Kingdom On Demand Subs Dual Single,,0.88,,,,,,,,,,,0.0%,99.81%
1000,PRS,GEOL - Virgin - Catch Up TV,0.36,,,,0.08,,,,0.38,,0.06,,0.0%,99.81%
1001,PRS,Alliance Google Spain Limited Download / On Demand Streaming Service Video,,,,,,,,,,0.88,,,0.0%,99.81%
1002,PRS,4Seven Non Peak,,,,,,,,0.13,0.59,0.11,,0.04,0.0%,99.81%
1003,PRS,Alliance YouTube Sweden Limited Download / On Demand Streaming Service Video,,,,,,,,,,0.83,0.02,0.02,0.0%,99.81%
1004,PRS,Drama Non Peak,,,,,,,,0.67,,,0.2,,0.0%,99.81%
1005,PRS,ARESA SPOTIFY LIMITED Germany Limited Download / On Demand Streaming Ser,,0.88,,-0.03,0.02,,,,,,,,0.0%,99.81%
1006,PRS,Hallam 2  Low Peak Mains,,,,,,,,0.2,0.16,0.15,0.06,0.29,0.0%,99.81%
1007,PRS,BBC Radio Bristol Non Peak,,,,,,,,0.41,0.22,0.12,,0.11,0.0%,99.82%
1008,PRS,Alliance Amazon Spain Limited Download / On Demand Streaming Service Single,,,,,,,,,,0.1,0.05,0.71,0.0%,99.82%
1009,PRS,Gold Non-Primetime (Census),,,,,,,,,,,0.86,,0.0%,99.82%
1010,PRS,Signal 107 Low Peak Mains,,,,,,,,,,0.12,0.14,0.59,0.0%,99.82%
1011,PRS,Universal Non-Primetime (Census),,,,0.85,,,,,,,,,0.0%,99.82%
1012,PRS,Tay 2 AM High Peak Main,,,,,,,,0.15,0.06,0.17,0.13,0.34,0.0%,99.82%
1013,PRS,ARESA SPOTIFY LIMITED Ireland Limited Download / On Demand Streaming Servic,,0.83,,-0.01,0.02,,,,,,,,0.0%,99.82%
1014,PRS,ARESA RDIO S.A.R.L. United Kingdom Limited Download / On Demand Streaming S,,,,0.07,0.77,,,,,,,,0.0%,99.82%
1015,PRS,Drama (SPD),,,,,,,,,,,0.06,0.78,0.0%,99.82%
1016,PRS,ITV1 West Country Low Peak,,,,,,,,0.41,,0.43,,,0.0%,99.82%
1017,PRS,Sky Atlantic Non Peak,,,,,,,,0.24,0.2,0.1,0.01,0.28,0.0%,99.82%
