,Song Name,Artist,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
1031,I TRY,WILDER/LIM/HINDS/RUZUMNA,STRICTLY CONFIDENTIAL FRANCE,PERF.,FRAN,,,0717,1217,251.88,30.000,75.56
1032,I TRY,WILDER/LIM/HINDS/RUZUMNA,STRICTLY CONFIDENTIAL FRANCE,D.PERF,FRAN,,,0717,1217,0.02,30.000,0.01
1033,I TRY,WILDER/LIM/HINDS/RUZUMNA,STRICTLY CONFIDENTIAL FRANCE,M.PERF.,FRAN,,,0717,1217,53.36,30.000,16.01
1034,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,MECH.,GRBR,CD605,2077,0717,1217,1.15,30.000,0.35
1035,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,MECH.,GRBR,CYAB046K,3,0716,0916,0.88,30.000,0.26
1036,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,SHEET,GRBR,AM92241,17,0717,0917,0.07,30.000,0.02
1037,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,,64,0113,0113,0.06,30.000,0.02
1038,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,,8,0414,0414,0.09,30.000,0.03
1039,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,,,1116,1116,0.18,30.000,0.05
1040,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,CRUI,,,1017,1017,4.07,30.000,1.22
1041,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,BBC RADIO CUMBR,2,0517,0517,0.07,30.000,0.02
1042,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,BBC RADIO WALES,1,0717,0917,0.16,30.000,0.05
1043,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,CHANNEL 103 FM,8,0917,0917,0.24,30.000,0.07
1044,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,DEE 106.3 (CHES,2,0717,0917,0.02,30.000,0.01
1045,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,ISLE OF WIGHT R,10,0517,0517,0.10,30.000,0.03
1046,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,KMFM (107.2 FM,5,0517,0517,0.05,30.000,0.02
1047,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,MAGIC - DIGITAL,,0917,0917,3.09,30.000,0.93
1048,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,METRO RADIO 2,10,0717,0917,0.10,30.000,0.03
1049,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,PEAK 107.4 & 10,3,0517,0517,0.03,30.000,0.01
1050,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,RADIO AIRE 2 (C,5,0817,0917,0.05,30.000,0.02
1051,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,SIGNAL 107 (107,3,0517,0517,0.03,30.000,0.01
1052,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,SWANSEA SOUND 1,12,0717,0917,0.12,30.000,0.04
1053,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,THE BREEZE (107,14,0817,0917,0.28,30.000,0.08
1054,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,TOWER FM 107.4,3,0517,0517,0.03,30.000,0.01
1055,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,WAVE 105.2 FM (,5,0817,0917,0.60,30.000,0.18
1056,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.SHEET,ASTR,I17539,1182,0717,0917,0.23,30.000,0.07
1057,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.SHEET,ASTR,I17539,1182,0717,0917,0.23,30.000,0.07
1058,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.PERF,GRBR,,1136,1212,1212,0.19,30.000,0.06
1059,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,KARAOKE,GRBR,VSHH4V2,51,0717,0917,0.05,30.000,0.02
1060,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,20252,0217,0217,0.39,30.000,0.12
1061,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,28,0517,0917,0.13,30.000,0.04
1062,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,,1,1014,1014,0.55,30.000,0.17
1063,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,1,1014,1014,3.69,30.000,1.11
1064,I TRY,WILDER/LIM/HINDS/RUZUMNA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,1,0917,0917,0.15,30.000,0.05
1065,IT'S LOVE,RUZUMNA/INDRIZZO/MELDAL-JOHNSEN/HINDS,"NICHION, INC JAPAN",MECH.,JAPA,,20,0717,1217,0.05,90.000,0.05
1066,IT'S LOVE,RUZUMNA/INDRIZZO/MELDAL-JOHNSEN/HINDS,"NICHION, INC JAPAN",PERF.,JAPA,,,0717,1217,0.01,90.000,0.01
1067,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USRW50200221,8,1016,1217,0.01,90.000,0.01
1068,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,AMAZON CLOUD PLAYER,STREAM.M,USA,USSM19900273,245,0414,0917,0.02,90.000,0.02
1069,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,APPLE INC.,STREAM.M,USA,,9111,1017,1217,0.71,90.000,0.64
1070,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,ASCAP,PERF.,CZEC,,,1207,0208,0.09,90.000,0.08
1071,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,ASCAP,D.PERF,USA,,,0180,0380,0.02,90.000,0.02
1072,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USSM19900273,138,1217,1217,0.01,90.000,0.01
1073,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,PANDORA LIMITED,STREAM.M,USA,USSM19900273,54,0916,1217,0.02,90.000,0.02
1074,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,GOOGLE INC / RIGHTSFLOW ENTERTAINME,STREAM.M,USA,,,1017,1217,0.01,90.000,0.01
1075,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,SONY MUSIC ENTERTAINMENT,MECH.,USA,EK69490,1,1017,1217,0.01,90.000,0.01
1076,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,SONY MUSIC ENTERTAINMENT,DOWNLOAD,USA,USSM19900273,231,1017,1217,1.59,90.000,1.43
1077,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,"SPOTIFY USA, INC.",STREAM.M,USA,,12500,0717,1017,0.50,90.000,0.45
1078,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,TIDAL,STREAM.M,USA,USSM19900273,12,0417,0617,0.01,90.000,0.01
1079,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,YOUTUBE MUSIC,D.VIDEOS,USA,,,0112,1215,0.33,90.000,0.30
1080,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,MECH.,SWED,,,0417,1217,0.04,90.000,0.04
1081,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,PERF.,SWED,,,0117,0617,0.37,90.000,0.33
1082,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,D.PERF,NORW,,,0710,0814,0.59,90.000,0.53
1083,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,BL TAPE,SWED,,,0117,0617,0.04,90.000,0.04
1084,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,STREAM.M,SWED,,,0117,0617,0.01,90.000,0.01
1085,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,STREAM.M,FINL,XCLH3RGICH,,0611,0912,0.27,90.000,0.24
1086,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,DOWNLOAD,FINL,,,0710,0810,0.07,90.000,0.06
1087,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,D.VID.P,SWED,,,0716,0617,0.67,90.000,0.60
1088,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,EDITION BJORLUND SWEDEN,BRD.MECH,SWED,,,0716,0617,0.57,90.000,0.51
1089,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,CAFE CONCERTOITALY,MECH.,ITAL,,1,0716,1216,0.02,90.000,0.02
1090,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,CAFE CONCERTOITALY,PERF.,ITAL,,,0716,1216,0.77,90.000,0.69
1091,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,CAFE CONCERTOITALY,DOWNLOAD,ITAL,,41,0716,1216,0.02,90.000,0.02
1092,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,FERMATA DO BRASIL,MECH.,BRAZ,,1636,1711,1801,3.32,90.000,2.99
1093,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,GEOFF PAYNTERMUSICPUBLISHING SO A,MECH.,,APPLE MUSIC-201,2621,0717,1217,0.10,90.000,0.09
1094,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1214,1214,0.03,90.000,0.03
1095,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1214,1214,0.01,90.000,0.01
1096,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,GOOGLE,7,0117,0317,0.03,90.000,0.03
1097,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES CLOUD SE,1751,1115,1115,0.04,90.000,0.04
1098,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,MELODIE DER WELT GERMANY,MECH.,SWIT,,2,1217,1217,2.05,90.000,1.85
1099,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,MELODIE DER WELT GERMANY,PERF.,SWIT,,,1217,1217,5.41,90.000,4.87
1100,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,NATIVE TONGUEMUSICPUBLISHING AUST,MECH.,ASTR,,130,0117,0617,0.05,90.000,0.05
1101,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,NATIVE TONGUEMUSICPUBLISHING AUST,PERF.,ASTR,,,0117,0317,0.04,90.000,0.04
1102,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,NATIVE TONGUEMUSICPUBLISHING AUST,SYNCH.,NEWZ,,12,0417,0617,0.14,90.000,0.13
1103,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0117,0317,0.27,90.000,0.24
1104,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,NATIVE TONGUEMUSICPUBLISHING AUST,DOWNLOAD,ASTR,,8798,0117,0317,0.54,90.000,0.49
1105,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,"NICHION, INC JAPAN",MECH.,JAPA,,143,0717,1217,0.08,90.000,0.07
1106,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,"NICHION, INC JAPAN",D.PERF,JAPA,,,0717,1217,0.02,90.000,0.02
1107,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0717,1217,0.17,90.000,0.15
1108,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,OMSA SRL ARGENTINA,MECH.,ARGE,,,0717,1217,0.02,90.000,0.02
1109,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,OMSA SRL ARGENTINA,PERF.,ARGE,,,0717,1217,0.07,90.000,0.06
1110,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,SACEM PAN EUROPEAN,D.PERF,GRBR,AMAZON STREAMIN,,0717,0917,0.04,90.000,0.04
1111,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,SACEM PAN EUROPEAN,STREAM.M,GRBR,AMAZON STREAMIN,416,0717,0917,0.05,90.000,0.05
1112,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,SACEM PAN EUROPEAN,DOWNLOAD,GRBR,AMAZON GRANDE B,9,0717,0917,0.03,90.000,0.03
1113,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,MECH.,BELG,,,0117,1217,0.04,90.000,0.04
1114,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,MECH.,CZEC,767,4,0715,1215,0.01,90.000,0.01
1115,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,PERF.,NETH,,,0116,1216,1.25,90.000,1.13
1116,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,D.PERF,NETH,,,0114,1214,0.01,90.000,0.01
1117,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,M.PERF.,NETH,,,0116,1216,0.19,90.000,0.17
1118,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,1016,1216,0.02,90.000,0.02
1119,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL BENELUX,DOWNLOAD,NETH,,,0716,0916,0.05,90.000,0.05
1120,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL FRANCE,MECH.,FRAN,,,0116,0616,0.09,90.000,0.08
1121,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL FRANCE,PERF.,FRAN,,,0717,1217,2.72,90.000,2.45
1122,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,STRICTLY CONFIDENTIAL FRANCE,M.PERF.,FRAN,,,0717,1217,1.39,90.000,1.25
1123,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,WIXEN MUSIC PUBLISHING UK,MECH.,GRBR,PRO-RATA PAYMEN,,0717,0917,0.18,90.000,0.16
1124,I'VE COMMITTED MURDER,RUZUMNA/BECKWITH/HARRIS/HINDS/LAI/SWAN,WIXEN MUSIC PUBLISHING UK,D.PERF,GRBR,,790,0914,0914,0.01,90.000,0.01
1125,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USSM10213779,8,1016,1217,0.01,90.000,0.01
1126,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,APPLE INC.,STREAM.M,USA,,276,1017,1217,0.04,90.000,0.04
1127,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,ASCAP,PERF.,CZEC,,,1207,0208,0.04,90.000,0.04
1128,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,ASCAP,D.PERF,USA,,,0180,0380,0.02,90.000,0.02
1129,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USSM10213779,52,0118,0118,0.01,90.000,0.01
1130,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,PANDORA LIMITED,STREAM.M,USA,USSM10213779,64,0916,1217,0.03,90.000,0.03
1131,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,GOOGLE INC / RIGHTSFLOW ENTERTAINME,STREAM.M,USA,,,1217,1217,0.01,90.000,0.01
1132,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,SONY MUSIC ENTERTAINMENT,DOWNLOAD,USA,USSM10213779,10,1017,1217,0.16,90.000,0.14
1133,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,"SPOTIFY USA, INC.",STREAM.M,USA,,415,0717,1017,0.03,90.000,0.03
1134,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,YOUTUBE MUSIC,D.VIDEOS,USA,,82,1017,1217,0.01,90.000,0.01
1135,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,APPLE COMPUTERINC.CANADA,STREAM.M,CANA,USSM10213779,24,0116,0316,0.01,90.000,0.01
1136,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,EDITION BJORLUND SWEDEN,PERF.,DENM,,,0417,0917,0.01,90.000,0.01
1137,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,EDICIONES CLIPPER'SSPAIN,D.PERF,SPAI,,,0717,1217,0.06,90.000,0.05
1138,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,EDICIONES CLIPPER'SSPAIN,RING,SPAI,,288,0717,1217,0.01,90.000,0.01
1139,I'VE COMMITTED MURDER,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,GEOFF PAYNTERMUSICPUBLISHING SO A,MECH.,,APPLE MUSIC-201,130,0717,1217,0.01,90.000,0.01
1140,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,GEOFF PAYNTERMUSICPUBLISHING SO A,MECH.,,201604-VODACOM-,1,0717,1217,0.03,90.000,0.03
1141,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,1214,1214,0.01,90.000,0.01
1142,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,1016,1016,0.01,90.000,0.01
1143,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,GOOGLE,2,1016,1216,0.01,90.000,0.01
1144,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,MELODIE DER WELT GERMANY,MECH.,GERM,8869190165203,55,1217,1217,0.21,90.000,0.19
1145,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,NATIVE TONGUEMUSICPUBLISHING AUST,MECH.,ASTR,,,0117,0617,1.56,90.000,1.40
1146,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,NATIVE TONGUEMUSICPUBLISHING AUST,DOWNLOAD,ASTR,,6,0117,0617,0.02,90.000,0.02
1147,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,"NICHION, INC JAPAN",MECH.,JAPA,,14,0717,1217,0.02,90.000,0.02
1148,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,"NICHION, INC JAPAN",PERF.,JAPA,,,0717,1217,0.01,90.000,0.01
1149,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,"NICHION, INC JAPAN",D.PERF,JAPA,,,0717,1217,0.02,90.000,0.02
1150,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0717,1217,0.07,90.000,0.06
1151,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,OMSA SRL ARGENTINA,PERF.,ARGE,,,0717,1217,0.01,90.000,0.01
1152,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,OMSA SRL ARGENTINA,STREAM.M,ARGE,,,0717,1217,0.01,90.000,0.01
1153,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,SACEM PAN EUROPEAN,D.PERF,GERM,APPLE MUSIC STR,,0717,0917,0.03,90.000,0.03
1154,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,SACEM PAN EUROPEAN,STREAM.M,GERM,APPLE MUSIC STR,154,0717,0917,0.03,90.000,0.03
1155,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,SACEM PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC STR,126,0717,0917,0.03,90.000,0.03
1156,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,SACEM PAN EUROPEAN,DOWNLOAD,GERM,ITUNES ALLEMAGN,1,0717,0917,0.01,90.000,0.01
1157,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,PRIVATE COPYIN,,1701,1703,0.09,90.000,0.08
1158,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,STRICTLY CONFIDENTIAL BENELUX,MECH.,NETH,510810200,23,0112,0612,0.12,90.000,0.11
1159,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,1016,1216,0.01,90.000,0.01
1160,JESUS FOR A DAY,RUZUMNA/AVILA/HINDS/MELDAL-JOHNSEN/AVI,STRICTLY CONFIDENTIAL BENELUX,DOWNLOAD,NETH,,,0716,0916,0.01,90.000,0.01
1161,LIE TO ME,RUZUMNA/MELDAL-JOHNSEN/INDRIZZO/HINDS,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,0317,0417,0.01,90.000,0.01
1162,LIE TO ME,RUZUMNA/MELDAL-JOHNSEN/INDRIZZO/HINDS,"NICHION, INC JAPAN",MECH.,JAPA,,20,0717,1217,0.05,90.000,0.05
1163,LIE TO ME,RUZUMNA/MELDAL-JOHNSEN/INDRIZZO/HINDS,"NICHION, INC JAPAN",PERF.,JAPA,,,0717,1217,0.02,90.000,0.02
1164,LIE TO ME,RUZUMNA/MELDAL-JOHNSEN/INDRIZZO/HINDS,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0717,1217,0.01,90.000,0.01
1165,A MOMENT TO MYSELF,RUZUMNA/MORALES/HINDS/TACKETT/WIMBLEY,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USSM19900683,329,1016,1217,0.30,90.000,0.27
1166,A MOMENT TO MYSELF,RUZUMNA/MORALES/HINDS/TACKETT/WIMBLEY,AMAZON CLOUD PLAYER,STREAM.M,USA,USSM19900683,603,0414,0917,0.06,90.000,0.05
1167,A MOMENT TO MYSELF,RUZUMNA/MORALES/HINDS/TACKETT/WIMBLEY,APPLE INC.,STREAM.M,USA,,8368,1017,1217,1.84,90.000,1.66
1168,A MOMENT TO MYSELF,RUZUMNA/MORALES/HINDS/TACKETT/WIMBLEY,ASCAP,PERF.,CZEC,,,1207,0208,0.01,90.000,0.01
1169,A MOMENT TO MYSELF,RUZUMNA/MORALES/HINDS/TACKETT/WIMBLEY,ASCAP,D.PERF,USA,,,0180,0380,0.05,90.000,0.05
1170,A MOMENT TO MYSELF,RUZUMNA/MORALES/HINDS/TACKETT/WIMBLEY,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USSM19900683,252,1217,1217,0.05,90.000,0.05
