Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Notes,Currency,Statement ID,Statement Line
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Jump Off,12395,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,0.02,100,85,318,85,0.02,,399,0,11/2017,11/2017,USA,USA,,0,,USD,2176,3422
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Amazon Unlimited,AMA3,Mechanical,01,25,0.29,50,85,318,85,0.12,,1332,0,07/2017,09/2017,USA,USA,,0,,USD,2232,1752
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,0.06,50,85,318,85,0.03,,972,0,09/2017,03/2017,USA,USA,,0,,USD,2134,3705
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Deezer,DEEZ,Mechanical,01,25,0.04,50,85,318,85,0.02,USLZJ1640189,21,0,02/2015,09/2016,USA,USA,,0,,USD,2195,42
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Genius Media Group,GENI,Mechanical,01,25,1.02,50,85,318,85,0.43,,7839,0,10/2016,12/2016,USA,USA,,0,:,USD,2187,1688
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Spotify,SPOT,Mechanical,01,25,5.95,50,85,318,85,2.53,,52399,0,07/2017,09/2017,USA,USA,,0,,USD,2136,3771
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Taiyo,TAIY,Mechanical,01,90,0.49,50,75,318,83.333,0.2,,0,0,10/2017,12/2017,Japan,JAPA,,0,,USD,2171,1036
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Taiyo,TAIY,Performance,02,90,0.06,50,75,318,83.333,0.03,,0,0,10/2017,12/2017,Japan,JAPA,,0,,USD,2171,1037
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.5,50,85,318,85,0.21,,2959,0,11/2017,11/2017,USA,USA,,0,,USD,2176,3532
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Ami Entertainment,AMIE,Mechanical,01,25,0.02,50,85,318,85,0.01,Lil Cray,14,0,07/2017,09/2017,USA,USA,,0,,USD,2231,687
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,11.1,50,85,318,85,4.72,,51908,0,09/2017,03/2017,USA,USA,,0,,USD,2134,3708
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Genius Media Group,GENI,Mechanical,01,25,0.64,50,85,318,85,0.27,,4414,0,01/2017,03/2017,USA,USA,,0,:,USD,2187,1686
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Genius Media Group,GENI,Mechanical,01,25,0.31,50,85,318,85,0.13,,2199,0,07/2016,09/2016,USA,USA,,0,:,USD,2179,684
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Rhapsody,RHAP,Mechanical,01,25,0.02,50,85,318,85,0.01,,104,0,01/2017,03/2017,USA,USA,,0,,USD,2117,14531
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Rhapsody,RHAP,Mechanical,01,25,0.02,50,85,318,85,0.01,,104,0,01/2017,03/2017,USA,USA,,0,,USD,2117,14537
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Spotify,SPOT,Mechanical,01,25,0.22,50,85,318,85,0.09,,2020,0,07/2017,09/2017,USA,USA,,0,,USD,2136,3770
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Tidal,TIDA,Mechanical,01,25,0.06,50,85,318,85,0.03,USLZJ1640190,62,0,01/2017,03/2017,USA,USA,,0,,USD,2194,1857
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,2.82,50,85,318,85,1.2,,24937,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2343
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,2.47,50,85,318,85,1.05,,20027,0,11/2017,11/2017,USA,USA,,0,,USD,2176,3531
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,61.8,50,85,318,85,26.27,USKO11600051,287327,0,09/2017,12/2017,USA,USA,,0,:,USD,2119,481
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Genius Media Group,GENI,Mechanical,01,25,0.64,50,85,318,85,0.27,,4414,0,01/2017,03/2017,USA,USA,,0,:,USD,2187,1685
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Groove Music,GRO1,Mechanical,01,25,0.09,50,85,318,85,0.04,USKO11600051,26,0,04/2017,09/2017,USA,USA,,0,,USD,2201,1837
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Pandora,PAND,Mechanical,01,25,0.26,50,85,318,85,0.11,USLZJ1640189,4766,0,07/2017,09/2017,USA,USA,,0,,USD,2202,1912
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,SoundCloud,SOU1,Mechanical,01,25,52.65,50,85,318,85,22.38,QZ3NU1626033,1137142,0,01/2017,03/2017,USA,USA,,0,,USD,2199,511
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,SoundCloud,SOU1,Mechanical,01,25,0.04,50,85,318,85,0.02,USKO11600051,466,0,01/2017,03/2017,USA,USA,,0,,USD,2199,512
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Spotify,SPOT,Mechanical,01,25,0.22,50,85,318,85,0.09,,2020,0,07/2017,09/2017,USA,USA,,0,,USD,2136,3772
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,2.44,50,85,318,85,1.04,,22272,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2347
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,0.14,50,85,318,85,0.06,,837,0,09/2017,03/2017,USA,USA,,0,,USD,2134,3711
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Deezer,DEEZ,Mechanical,01,25,0.11,50,85,318,85,0.05,USKO11600051,59,0,02/2015,09/2016,USA,USA,,0,,USD,2195,40
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Rhapsody,RHAP,Mechanical,01,25,0.63,50,85,318,85,0.27,,2446,0,01/2017,03/2017,USA,USA,,0,,USD,2117,14529
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Spotify,SPOT,Mechanical,01,25,5.95,50,85,318,85,2.53,,52399,0,07/2017,09/2017,USA,USA,,0,,USD,2136,3773
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,0.14,50,85,318,85,0.06,,837,0,09/2017,03/2017,USA,USA,,0,,USD,2134,3707
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,11.1,50,85,318,85,4.72,,51908,0,09/2017,03/2017,USA,USA,,0,,USD,2134,3712
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Rhapsody,RHAP,Mechanical,01,25,0.63,50,85,318,85,0.27,,2446,0,01/2017,03/2017,USA,USA,,0,,USD,2117,14535
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Taiyo,TAIY,Performance,02,90,0.42,50,75,318,83.333,0.17,,0,0,10/2017,12/2017,Japan,JAPA,,0,,USD,2171,1038
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Tidal,TIDA,Mechanical,01,25,0.2,50,85,318,85,0.09,USKO11600051,222,0,01/2017,03/2017,USA,USA,,0,,USD,2194,1855
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Tidal,TIDA,Mechanical,01,25,0.02,50,85,318,85,0.01,USLZJ1640191,26,0,01/2017,03/2017,USA,USA,,0,,USD,2194,1858
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,0.06,50,85,318,85,0.03,,972,0,09/2017,03/2017,USA,USA,,0,,USD,2134,3709
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Apple Music,APP3,Mechanical,01,25,61.8,50,85,318,85,26.27,USKO11600051,287327,0,09/2017,12/2017,USA,USA,,0,:,USD,2119,480
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Deezer,DEEZ,Mechanical,01,25,0.06,50,85,318,85,0.03,USLZJ1640190,34,0,02/2015,09/2016,USA,USA,,0,,USD,2195,41
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Genius Media Group,GENI,Mechanical,01,25,0.31,50,85,318,85,0.13,,2199,0,07/2016,09/2016,USA,USA,,0,:,USD,2179,685
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Genius Media Group,GENI,Mechanical,01,25,1.02,50,85,318,85,0.43,,7839,0,10/2016,12/2016,USA,USA,,0,:,USD,2187,1687
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Pandora,PAND,Mechanical,01,25,0.02,50,85,318,85,0.01,USLZJ1640191,378,0,07/2017,09/2017,USA,USA,,0,,USD,2202,1914
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Taiyo,TAIY,Mechanical,01,90,0.04,50,75,318,83.333,0.02,,0,0,10/2017,12/2017,Japan,JAPA,,0,,USD,2171,1035
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,KYRIE IRVING,8511,Adams/Bates/Murray,Tidal,TIDA,Mechanical,01,25,0.54,50,85,318,85,0.23,USLZJ1640189,596,0,01/2017,03/2017,USA,USA,,0,,USD,2194,1856
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Kyrie Irving Remix,8787,Adams/Baker/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.65,50,85,318,85,0.7,,4879,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2344
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Kyrie Irving Remix,8787,Adams/Baker/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.25,50,85,318,85,0.53,,4885,0,11/2017,11/2017,USA,USA,,0,,USD,2176,3534
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Kyrie Irving Remix,8787,Adams/Baker/Bates/Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.32,50,85,318,85,0.56,,4957,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2348
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Like A Glock,12386,Butler/Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.26,100,85,318,85,1.07,,9277,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2445
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Like A Glock,12386,Butler/Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.12,100,85,318,85,0.95,,8146,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2451
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Like A Glock,12386,Butler/Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.44,100,85,318,85,0.37,,30071,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2452
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Like A Glock,12386,Butler/Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,2.37,100,85,318,85,2.01,,13817,0,11/2017,11/2017,USA,USA,,0,,USD,2176,3702
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,2.75,100,85,318,85,2.34,,41251,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4054
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,39.6,100,85,318,85,33.66,,637229,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4055
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,6.01,100,85,318,85,5.11,,81982,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4052
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,15.61,100,85,318,85,13.27,,240868,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4053
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,0,0.05,100,85,318,85,0.04,,3001,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2666
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,0,0.01,100,85,318,85,0.01,,66,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2674
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,2.75,100,85,318,85,2.34,,4148,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4057
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,285.87,100,85,318,85,242.99,,2945983,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2667
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,195.39,100,85,318,85,166.08,,2419366,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2675
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,0,0.16,100,85,318,85,0.14,,2262,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4056
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Molly,14080,Gazzy Garcia/Murray/Spence Jr,Youtube,YOUT,Youtube Digital Video,73,25,0.2,100,85,318,85,0.17,,137,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4051
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,478,0,11/2017,11/2017,USA,USA,,0,,USD,2176,259
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.25,100,85,318,85,0.21,,7547,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4281
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.18,100,85,318,85,1,,15209,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4279
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,3.88,100,85,318,85,3.3,,35314,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4282
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.18,100,85,318,85,0.15,,1754,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2788
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.07,100,85,318,85,0.06,,2246,0,11/2017,11/2017,USA,USA,,0,,USD,2176,260
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.24,100,85,318,85,0.2,,10503,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4278
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.98,100,85,318,85,0.83,,9181,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2801
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,115,0,11/2017,11/2017,USA,USA,,0,,USD,2176,268
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.27,100,85,318,85,0.23,,1620,0,11/2017,11/2017,USA,USA,,0,,USD,2176,267
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,15,0.01,100,85,318,85,0.01,,671,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4280
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Never Eat Never Sleep,12373,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.11,100,85,318,85,0.09,,610,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4801
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,New Glock,9624,Murray/Gore Jr./Nealy,Youtube,YOUT,Youtube Digital Video,73,25,7.48,100,85,318,85,6.36,,92272,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2801
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,New Glock,9624,Murray/Gore Jr./Nealy,Youtube,YOUT,Youtube Digital Video,73,25,5.72,100,85,318,85,4.86,,78371,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4303
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,New Glock,9624,Murray/Gore Jr./Nealy,Youtube,YOUT,Youtube Digital Video,73,25,6.88,100,85,318,85,5.85,,101116,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2814
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Youtube,YOUT,Youtube Digital Video,73,50,0.08,50,85,318,85,0.03,,574,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2937
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Deezer,DEEZ,Mechanical,01,25,0.3,50,85,318,85,0.13,TCACD1541306,160,0,02/2015,09/2016,USA,USA,,0,,USD,2195,39
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Amazon Unlimited,AMA3,Mechanical,01,25,0.02,50,85,318,85,0.01,,70,0,07/2017,09/2017,USA,USA,,0,,USD,2232,2253
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Youtube,YOUT,Youtube Digital Video,73,50,0.07,50,85,318,85,0.03,,489,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4486
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Amazon Prime,AMA1,Performance,02,25,0.11,50,85,318,85,0.05,TC-ACD-15-41306,904,0,07/2017,09/2017,USA,USA,,0,,USD,2200,2346
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Pandora,PAND,Mechanical,01,25,0.03,50,85,318,85,0.01,,474,0,07/2017,09/2017,USA,USA,,0,,USD,2202,2411
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Youtube,YOUT,Youtube Digital Video,73,50,0.06,50,85,318,85,0.03,,415,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2953
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,OG Gas,8789,Adams/Murray/Roger/Way,Amazon Prime,AMA1,Mechanical,01,25,0.12,50,85,318,85,0.05,TC-ACD-15-41306,948,0,07/2017,09/2017,USA,USA,,0,,USD,2200,2345
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Oh,12387,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.43,100,85,318,85,0.37,,2544,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2956
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Oh,12387,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.47,100,85,318,85,0.4,,2364,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4488
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Oh,12387,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.1,100,85,318,85,0.09,,2071,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2955
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Oh,12387,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.29,100,85,318,85,0.25,,1006,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2938
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Oh,12387,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.04,100,85,318,85,0.03,,751,0,10/2017,12/2017,USA,USA,,0,,USD,2175,188
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Apple Music,APP3,Mechanical,01,25,9.64,100,85,318,85,8.19,GBLLT1614544,42292,0,09/2017,12/2017,USA,USA,,0,:,USD,2119,644
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Apple Music,APP3,Mechanical,01,25,17.26,100,85,318,85,14.67,GBLLT1614544,78338,0,09/2017,12/2017,USA,USA,,0,:,USD,2119,645
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Tidal,TIDA,Mechanical,01,25,0.03,100,85,318,85,0.03,,152,0,02/2017,02/2017,USA,USA,,0,,USD,2127,9637
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Youtube,YOUT,Youtube Digital Video,73,0,0.01,100,85,318,85,0.01,,757,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2947
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Apple Music,APP3,Mechanical,01,25,0.01,100,85,318,85,0.01,,199,0,09/2017,03/2017,USA,USA,,0,,USD,2134,4850
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Google Inc.,GOO2,Mechanical,01,25,0.02,100,85,318,85,0.02,,95,0,04/2017,06/2017,USA,USA,,0,,USD,2178,3801
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Google Inc.,GOO2,Mechanical,01,25,2.84,100,85,318,85,2.41,,9969,0,01/2017,03/2017,USA,USA,,0,,USD,2178,3800
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Youtube,YOUT,Youtube Digital Video,73,50,20.79,100,85,318,85,17.67,,172290,0,10/2017,12/2017,USA,USA,,0,,USD,2175,2968
