Company Name,Company Code,Payee Name,Payee Code,Client Name,Client Code,Song Title,Song Code,Composer(s),Source Name,Source Code,Income Type Description,Income Type,Percent Received,Amount Received,Share,Contractual Rate,Contractual Code,Effective Rate,Amount Earned,Catalogue Number,Units,Price,Date Period (From),Date Period (To),Territory Name,Territory Code,Production/Episode,Production/Episode Code,Notes,Currency,Statement ID,Statement Line
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Tidal,TIDA,Mechanical,01,25,0.07,100,85,318,85,0.06,,322,0,01/2017,01/2017,USA,USA,,0,,USD,2127,9636
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Youtube,YOUT,Youtube Digital Video,73,50,130.08,100,85,318,85,110.57,,1005107,0,09/2017,09/2017,USA,USA,,0,,USD,2174,2948
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Ok Dexter,9209,Murray/Gore Jr./12 Million,Apple Music,APP3,Mechanical,01,25,0.01,100,85,318,85,0.01,,199,0,09/2017,03/2017,USA,USA,,0,,USD,2134,4851
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Orange Chicken,12380,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.16,100,85,318,85,0.14,,1765,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3020
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Orange Chicken,12380,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.02,100,85,318,85,0.02,,297,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3049
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Paranoid,12391,Mackned/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.05,100,85,318,85,0.04,,190,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3083
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Paranoid,12391,Mackned/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.02,100,85,318,85,0.02,,149,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4747
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Paranoid,12391,Mackned/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.17,100,85,318,85,0.14,,1565,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3115
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Paranoid,12391,Mackned/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.05,100,85,318,85,0.04,,303,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4746
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Paranoid,12391,Mackned/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.09,100,85,318,85,0.08,,372,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4744
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Paranoid,12391,Mackned/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.32,100,85,318,85,0.27,,2047,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4745
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures,12381,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,7.83,100,85,318,85,6.66,,31738,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3168
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures,12381,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,0,0.01,100,85,318,85,0.01,,239,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3129
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures,12381,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.07,100,85,318,85,0.06,,48525,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3169
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures,12381,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,7.43,100,85,318,85,6.32,,40957,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3130
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures,12381,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,10.04,100,85,318,85,8.53,,28644,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4842
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures 2,12393,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.4,100,85,318,85,0.34,,6321,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3170
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures 2,12393,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.04,100,85,318,85,0.03,,783,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4846
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures 2,12393,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.11,100,85,318,85,0.09,,1826,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4845
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures 2,12393,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.23,100,85,318,85,0.2,,4764,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3131
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures 2,12393,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.05,100,85,318,85,0.04,,406,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4843
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pictures 2,12393,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.84,100,85,318,85,0.71,,14686,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4847
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,2.28,100,85,318,85,1.94,,12233,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3219
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,0.13,100,85,318,85,0.11,,172,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4925
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,0.03,100,85,318,85,0.03,,152,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4923
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,6,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4927
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,0.5,100,85,318,85,0.43,,2231,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4922
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,0.13,100,85,318,85,0.11,,1024,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3176
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,0.37,100,85,318,85,0.31,,1504,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4926
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Points on the Board,12402,Murray/Yung Pinch,Youtube,YOUT,Youtube Digital Video,73,50,1.56,100,85,318,85,1.33,,5200,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4924
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pretty,12368,FJ Crui$er/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,11,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3217
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pretty,12368,FJ Crui$er/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.03,100,85,318,85,0.03,,20,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3255
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pretty,12368,FJ Crui$er/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,10,0,11/2017,11/2017,USA,USA,,0,,USD,2176,4988
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pull Out Game,12382,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.21,100,85,318,85,0.18,,2364,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3285
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pull Out Game,12382,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.36,100,85,318,85,0.31,,4199,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5034
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pull Out Game,12382,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.02,100,85,318,85,0.02,,791,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5035
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pulled Up In A Ghost,9625,Murray/Gore Jr./Guapo/Nealy,Amazon Unlimited,AMA3,Mechanical,01,50,0.5,100,85,318,85,0.43,,1077,0,07/2017,09/2017,USA,USA,,0,,USD,2232,2522
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pulled Up In A Ghost,9625,Murray/Gore Jr./Guapo/Nealy,Deezer,DEEZ,Mechanical,01,25,0.02,100,85,318,85,0.02,USUYG1113499,12,0,02/2015,09/2016,USA,USA,,0,,USD,2195,1898
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pulled Up In A Ghost,9625,Murray/Gore Jr./Guapo/Nealy,Deezer,DEEZ,Mechanical,01,25,0.12,100,85,318,85,0.1,USUYG1113668,64,0,02/2015,09/2016,USA,USA,,0,,USD,2195,1897
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Pulled Up In A Ghost,9625,Murray/Gore Jr./Guapo/Nealy,Tidal,TIDA,Mechanical,01,25,0.22,100,85,318,85,0.19,USUYG1113668,298,0,01/2017,03/2017,USA,USA,,0,,USD,2194,2660
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,RackAid,12388,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.39,100,85,318,85,0.33,,4917,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3289
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,RackAid,12388,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.31,100,85,318,85,0.26,,4614,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3326
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,RackAid,12388,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.59,100,85,318,85,0.5,,5742,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5093
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SAME SHIT,12396,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,0.01,100,85,318,85,0.01,,797,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3494
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SAME SHIT,12396,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,0.1,100,85,318,85,0.09,,971,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3550
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SAME SHIT,12396,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,0.13,100,85,318,85,0.11,,759,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3493
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SAME SHIT,12396,Ahr/Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,16.67,0.22,100,85,318,85,0.19,,7852,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5414
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Deezer,DEEZ,Mechanical,01,50,0.06,100,85,318,85,0.05,USUYG1113502,30,0,02/2015,09/2016,USA,USA,,0,,USD,2195,784
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Tidal,TIDA,Mechanical,01,50,0.85,100,85,318,85,0.72,USUYG1113671,1154,0,01/2017,03/2017,USA,USA,,0,,USD,2194,2808
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Youtube,YOUT,Youtube Digital Video,73,50,2.25,100,85,318,85,1.91,,13408,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3553
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Youtube,YOUT,Youtube Digital Video,73,50,1.26,100,85,318,85,1.07,,12230,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5424
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Pandora,PAND,Mechanical,01,50,2.04,100,85,318,85,1.73,USUYG1113502,20048,0,07/2017,09/2017,USA,USA,,0,,USD,2202,2851
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Deezer,DEEZ,Mechanical,01,50,0.3,100,85,318,85,0.26,USUYG1113671,162,0,02/2015,09/2016,USA,USA,,0,,USD,2195,783
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Youtube,YOUT,Youtube Digital Video,73,50,2.42,100,85,318,85,2.06,,12890,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5425
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,SammyDexMaxo,9626,Murray/Gore Jr./Biosah Jr./Porras,Youtube,YOUT,Youtube Digital Video,73,50,2.49,100,85,318,85,2.12,,13314,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3499
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Scales,12371,Lil Cray/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,47,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3525
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Scales,12371,Lil Cray/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,142,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3583
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Scales,12371,Lil Cray/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.02,100,85,318,85,0.02,,138,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5470
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Sheesh,12397,Goulbourne/Murray,Youtube,YOUT,Youtube Digital Video,73,25,10.68,100,85,318,85,9.08,,109747,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5581
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Sheesh,12397,Goulbourne/Murray,Youtube,YOUT,Youtube Digital Video,73,25,46.33,100,85,318,85,39.38,,579707,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3658
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Sheesh,12397,Goulbourne/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.04,100,85,318,85,0.03,,12818,0,11/2017,11/2017,USA,USA,,0,,USD,2176,5582
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Sheesh,12397,Goulbourne/Murray,Youtube,YOUT,Youtube Digital Video,73,25,0.2,100,85,318,85,0.17,,3605,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3602
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Suicide,12392,Ahr/Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.47,100,85,318,85,1.25,,8250,0,09/2017,09/2017,USA,USA,,0,,USD,2174,3852
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Suicide,12392,Ahr/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.18,100,85,318,85,0.15,,4055,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3926
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Suicide,12392,Ahr/Murray,Youtube,YOUT,Youtube Digital Video,73,50,1.5,100,85,318,85,1.28,,8727,0,10/2017,12/2017,USA,USA,,0,,USD,2175,3925
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Suicide,12392,Ahr/Murray,Youtube,YOUT,Youtube Digital Video,73,50,5.91,100,85,318,85,5.02,,32616,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6004
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,This Year,12383,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,6.49,100,85,318,85,5.52,,46898,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4055
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,This Year,12383,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,11.08,100,85,318,85,9.42,,20672,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6333
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,This Year,12383,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,8.29,100,85,318,85,7.05,,32130,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4131
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,This Year,12383,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.32,100,85,318,85,0.27,,18809,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4133
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Tie My Shoes,12384,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.03,100,85,318,85,0.03,,27,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4160
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Tie My Shoes,12384,Butler/Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.01,100,85,318,85,0.01,,88,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6379
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Amazon Prime,AMA1,Mechanical,01,50,0.38,100,85,318,85,0.32,USUYG1113672,1487,0,07/2017,09/2017,USA,USA,,0,,USD,2200,3320
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Tidal,TIDA,Mechanical,01,50,6.09,100,85,318,85,5.18,USUYG1113672,7362,0,01/2017,03/2017,USA,USA,,0,,USD,2194,3270
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Youtube,YOUT,Youtube Digital Video,73,50,0.84,100,85,318,85,0.71,,4189,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4195
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Youtube,YOUT,Youtube Digital Video,73,50,29.84,100,85,318,85,25.36,,138402,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4196
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Youtube,YOUT,Youtube Digital Video,73,50,25.58,100,85,318,85,21.74,,105677,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6436
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Amazon Unlimited,AMA3,Mechanical,01,50,1.85,100,85,318,85,1.57,,3980,0,07/2017,09/2017,USA,USA,,0,,USD,2232,3161
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Amazon Prime,AMA1,Performance,02,50,0.28,100,85,318,85,0.24,USUYG1113672,1137,0,07/2017,09/2017,USA,USA,,0,,USD,2200,3321
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Groove Music,GRO1,Mechanical,01,50,2.44,100,85,318,85,2.07,USUYG1113672,730,0,04/2017,09/2017,USA,USA,,0,,USD,2201,3312
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Pandora,PAND,Mechanical,01,50,6.24,100,85,318,85,5.3,USUYG1113672,57388,0,07/2017,09/2017,USA,USA,,0,,USD,2202,3339
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Youtube,YOUT,Youtube Digital Video,73,0,0.57,100,85,318,85,0.48,,10707,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4108
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Took Time,9623,Murray/Gore Jr.,Youtube,YOUT,Youtube Digital Video,73,50,30.56,100,85,318,85,25.98,,105566,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4109
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WHAT THEY WANT,7343,Gore Jr./Murray,Pandora,PAND,Mechanical,01,50,0.06,100,85,318,85,0.05,USUYG1113673,784,0,07/2017,09/2017,USA,USA,,0,,USD,2202,3575
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WHAT THEY WANT,7343,Gore Jr./Murray,Amazon Unlimited,AMA3,Mechanical,01,50,0.42,100,85,318,85,0.36,,938,0,07/2017,09/2017,USA,USA,,0,,USD,2232,3381
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WHAT THEY WANT,7343,Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.05,100,85,318,85,0.04,,29,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4379
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WHAT THEY WANT,7343,Gore Jr./Murray,Groove Music,GRO1,Mechanical,01,50,1.18,100,85,318,85,1,USUYG1113673,354,0,04/2017,09/2017,USA,USA,,0,,USD,2201,3521
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WHAT THEY WANT,7343,Gore Jr./Murray,Tidal,TIDA,Mechanical,01,50,0.92,100,85,318,85,0.78,USUYG1113673,1104,0,01/2017,03/2017,USA,USA,,0,,USD,2194,3501
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WhatTheyWant,9627,Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.2,100,85,318,85,0.17,,2654,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6867
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WhatTheyWant,9627,Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.29,100,85,318,85,0.25,,3356,0,09/2017,09/2017,USA,USA,,0,,USD,2174,4399
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,WhatTheyWant,9627,Gore Jr./Murray,Youtube,YOUT,Youtube Digital Video,73,50,0.21,100,85,318,85,0.18,,3055,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4495
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,0.13,100,85,318,85,0.11,,106,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6908
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,3.06,100,85,318,85,2.6,,8282,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6909
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,9.07,100,85,318,85,7.71,,47772,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6905
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,2.33,100,85,318,85,1.98,,9800,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6906
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,6.62,100,85,318,85,5.63,,25036,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6907
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,22.91,100,85,318,85,19.47,,47056,0,10/2017,12/2017,USA,USA,,0,,USD,2175,4520
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whitney,12897,Murray/Cozart/Gazzy Garcia/Unknown,Youtube,YOUT,Youtube Digital Video,73,25,0.01,100,85,318,85,0.01,,52,0,11/2017,11/2017,USA,USA,,0,,USD,2176,6904
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Apple Music,APP3,Mechanical,01,25,17.19,100,85,318,85,14.61,,80859,0,09/2017,03/2017,USA,USA,,0,,USD,2134,7574
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Slacker,SLAC,Mechanical,01,25,0.01,100,85,318,85,0.01,,35,0,04/2017,04/2017,USA,USA,,0,,USD,2117,14864
"The Administration MP, Inc.",WFLE,Brenden Murray,318,Brenden Murray,318,Whoa,9212,Murray/Savage/Dotson,Spotify,SPOT,Mechanical,01,25,3.13,100,85,318,85,2.66,,28078,0,07/2017,09/2017,USA,USA,,0,,USD,2136,8084
