,Song Name,C,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
0,AFTERGLOW,RUZUMNA/FISK,ASCAP,PERF.,USA,,,0190,0390,0.03,90.000,0.03
1,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,,,0190,0390,0.14,90.000,0.13
2,AFTERGLOW,RUZUMNA/FISK,ASCAP,D.PERF,USA,,,0190,0390,0.42,90.000,0.38
3,AFTERGLOW,RUZUMNA/FISK,BMI,PERF.,SCAN,FOREIGN PERF.,,0718,0918,0.01,90.000,0.01
4,AFTERGLOW,RUZUMNA/FISK,MEDIANET/MUSICNET SUBSCRIPTION SERV,DOWNLOAD,USA,USTC80912997,15,0116,1216,0.01,90.000,0.01
5,AFTERGLOW,RUZUMNA/FISK,MEDIANET/MUSICNET SUBSCRIPTION SERV,DOWNLOAD,USA,USTC80912997,,0116,1216,0.07,90.000,0.06
6,AFTERGLOW,RUZUMNA/FISK,PANDORA LIMITED,STREAM.M,USA,USTC80912997,988,0114,0219,0.38,90.000,0.34
7,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,D.PERF,GRBR,,,0518,0618,0.01,90.000,0.01
8,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,STREAM.M,GRBR,,,0518,0618,0.01,90.000,0.01
9,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC,15,1217,0318,0.01,90.000,0.01
10,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES,1,1217,0218,0.01,90.000,0.01
11,AFTERGLOW,RUZUMNA/FISK,IMPEL PAN EUROPEAN,DOWNLOAD,GRBR,ITUNES,2,0518,0618,0.03,90.000,0.03
12,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0717,0618,0.01,90.000,0.01
13,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0118,0318,0.01,90.000,0.01
14,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,DOWNLOAD,ASTR,859701354802,1,0418,0618,0.02,90.000,0.02
15,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,DOWNLOAD,ASTR,859701354802,1,0518,0618,0.02,90.000,0.02
16,AFTERGLOW,RUZUMNA/FISK,NATIVE TONGUEMUSICPUBLISHING AUST,DOWNLOAD,ASTR,859701354802,2,0818,0918,0.04,90.000,0.04
17,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",MECH.,JAPA,,6,0718,1218,0.02,90.000,0.02
18,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",PERF.,JAPA,,,0718,1218,0.41,90.000,0.37
19,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",D.PERF,JAPA,,,0718,1218,0.26,90.000,0.23
20,AFTERGLOW,RUZUMNA/FISK,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0718,1218,0.60,90.000,0.54
21,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,CZEC,,,1218,0219,0.03,45.000,0.01
22,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,PERF.,CZEC,CABIN FEVER 2:,,1218,0219,0.64,45.000,0.29
23,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.07,45.000,0.03
24,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,7.23,45.000,3.25
25,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.17,45.000,0.08
26,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.52,45.000,0.23
27,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.08,45.000,0.04
28,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.07,45.000,0.03
29,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,7.21,45.000,3.24
30,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.17,45.000,0.08
31,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.52,45.000,0.23
32,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,ASCAP,D.VID.P,USA,CABIN FEVER 2 S,,0190,0390,0.08,45.000,0.04
33,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,PERF.,SWED,,,0718,1218,0.73,45.000,0.33
34,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,PERF.,SWED,,,0718,1218,0.74,45.000,0.33
35,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,D.PERF,SWED,,,0418,1218,0.44,45.000,0.20
36,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,EDITION BJORLUND SWEDEN,D.PERF,SWED,,,0418,1218,0.45,45.000,0.20
37,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,MELODIE DER WELT GERMANY,MECH.,GERM,,,0111,1216,0.65,45.000,0.29
38,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,PELIKAN MUZIKPUBLISHING (TURKEY),PERF.,TURK,,,0718,1218,0.08,45.000,0.04
39,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,CT :D/CT ART,,1807,1809,0.04,45.000,0.02
40,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,CT :D/CT ART,,1807,1809,0.04,45.000,0.02
41,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,PRIMA,2,1801,1803,0.88,45.000,0.40
42,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,MECH.,CZEC,PRIMA,2,1801,1803,0.88,45.000,0.40
43,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,"KULTURNI DUM,",,1807,1809,0.04,45.000,0.02
44,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,"KULTURNI DUM,",,1807,1809,0.04,45.000,0.02
45,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,PRIMA,2,1801,1803,0.88,45.000,0.40
46,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,CZEC,PRIMA,2,1801,1803,0.88,45.000,0.40
47,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,STRICTLY CONFIDENTIAL BENELUX,MECH.,BELG,,,0118,1218,0.16,45.000,0.07
48,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,STRICTLY CONFIDENTIAL BENELUX,MECH.,BELG,,,0118,1218,0.10,45.000,0.05
49,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,STRICTLY CONFIDENTIAL BENELUX,PERF.,BELG,,,0118,1218,0.02,45.000,0.01
50,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,STRICTLY CONFIDENTIAL BENELUX,PERF.,BELG,,,0118,1218,0.02,45.000,0.01
51,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,PERF.,SCAN,,1,0311,0311,2.48,45.000,1.12
52,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,PERF.,SCAN,,1,0311,0311,2.48,45.000,1.12
53,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,PERF.,SCAN,,3,1111,1111,2.51,45.000,1.13
54,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,PERF.,SCAN,,3,1111,1111,2.51,45.000,1.13
55,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,2,1216,1216,0.04,45.000,0.02
56,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,2,1216,1216,0.04,45.000,0.02
57,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,1,1217,1217,0.04,45.000,0.02
58,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,1,1217,1217,0.04,45.000,0.02
59,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1,1216,1216,0.03,45.000,0.01
60,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1,1216,1216,0.03,45.000,0.01
61,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1,1217,1217,0.03,45.000,0.01
62,BOYS LIKE IT DIRTY,WILDER/RUZUMNA/WATSON,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1,1217,1217,0.03,45.000,0.01
63,CHOCOLATE,RUZUMNA/STOKER/PEIKEN,STRICTLY CONFIDENTIAL BENELUX,MECH.,BELG,,8779,0718,1218,1.12,90.000,1.01
64,CHOCOLATE,RUZUMNA/STOKER/PEIKEN,STRICTLY CONFIDENTIAL BENELUX,PERF.,BELG,,,0718,1218,0.26,90.000,0.23
65,CHOCOLATE,RUZUMNA/STOKER/PEIKEN,STRICTLY CONFIDENTIAL BENELUX,D.PERF,BELG,,,0718,1218,0.21,90.000,0.19
66,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456605,18,1212,0219,0.02,45.000,0.01
67,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456605,18,1212,0219,0.02,45.000,0.01
68,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456605,17,1212,0219,0.02,45.000,0.01
69,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456605,17,1212,0219,0.02,45.000,0.01
70,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,988,1018,1218,0.23,45.000,0.10
71,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,988,1018,1218,0.23,45.000,0.10
72,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,USA6G1456605,225,0114,0219,0.07,45.000,0.03
73,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,USA6G1456605,225,0114,0219,0.07,45.000,0.03
74,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1252,1017,1218,0.18,45.000,0.08
75,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1252,1017,1218,0.18,45.000,0.08
76,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,,932,1018,1218,0.24,45.000,0.11
77,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,,,1018,1218,0.03,45.000,0.01
78,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456605,35,1018,1218,0.05,45.000,0.02
79,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456605,,1018,1218,0.03,45.000,0.01
80,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,STREAM.M,CANA,USA6G1456605,69,1018,1218,0.02,45.000,0.01
81,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,STREAM.M,CANA,USA6G1456605,69,1018,1218,0.02,45.000,0.01
82,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,DOWNLOAD,CANA,USA6G1456605,10,0102,0918,0.02,45.000,0.01
83,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,DOWNLOAD,CANA,USA6G1456605,10,0102,0918,0.02,45.000,0.01
84,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC,59,1017,1217,0.03,45.000,0.01
85,CHRISTMASTIME INCALIFORNIA,WILDER/FINNERTY/RUZUMNA,IMPEL PAN EUROPEAN,STREAM.M,GRBR,APPLE MUSIC,59,1017,1217,0.03,45.000,0.01
86,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456606,17,1212,0219,0.02,45.000,0.01
87,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON MUSIC UNLIMITED,STREAM.M,USA,USA6G1456606,17,1212,0219,0.02,45.000,0.01
88,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456606,11,1212,0219,0.02,45.000,0.01
89,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,AMAZON PRIME MUSIC,STREAM.M,USA,USA6G1456606,11,1212,0219,0.02,45.000,0.01
90,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,932,1018,1218,0.21,45.000,0.09
91,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE INC.,STREAM.M,USA,,932,1018,1218,0.21,45.000,0.09
92,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,ASCAP,D.VID.P,USA,GOSSIP GIRL,,0190,0390,0.73,90.000,0.66
93,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,BMI,PERF.,SCAN,FOREIGN PERF.,,0718,0918,0.02,45.000,0.01
94,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USA6G1456606,106,1218,1218,0.03,45.000,0.01
95,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,GOOGLE PLAY MUSIC ALL ACCESS,STREAM.M,USA,USA6G1456606,,1218,1218,0.02,45.000,0.01
96,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,USA6G1456606,242,0114,0219,0.07,45.000,0.03
97,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,PANDORA LIMITED,STREAM.M,USA,USA6G1456606,242,0114,0219,0.07,45.000,0.03
98,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1571,1017,1218,0.20,45.000,0.09
99,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1571,1017,1218,0.20,45.000,0.09
100,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1693,1017,1218,0.21,45.000,0.09
101,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"SPOTIFY USA, INC.",STREAM.M,USA,,1693,1017,1218,0.21,45.000,0.09
102,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,,176,1018,1218,0.04,45.000,0.02
103,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456606,12,1018,1218,0.02,45.000,0.01
104,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,YOUTUBE MUSIC,D.VIDEOS,USA,USA6G1456606,,1018,1218,0.03,45.000,0.01
105,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,STREAM.M,CANA,USA6G1456606,83,1018,1218,0.02,45.000,0.01
106,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,STREAM.M,CANA,USA6G1456606,83,1018,1218,0.02,45.000,0.01
107,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,DOWNLOAD,CANA,USA6G1456606,10,0102,0918,0.02,45.000,0.01
108,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,APPLE COMPUTERINC.CANADA,DOWNLOAD,CANA,USA6G1456606,10,0102,0918,0.02,45.000,0.01
109,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,EDITION BJORLUND SWEDEN,PERF.,SWED,,,0418,1218,2.24,45.000,1.01
110,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,EDITION BJORLUND SWEDEN,D.PERF,SWED,,,1017,0318,0.24,45.000,0.11
111,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,EDITION BJORLUND SWEDEN,D.PERF,SWED,,,0418,1218,2.18,45.000,0.98
112,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,EDITION BJORLUND SWEDEN,D.PERF,SWED,,,0718,1218,1.32,45.000,0.59
113,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,EDITION BJORLUND SWEDEN,STREAM.M,SWED,,,0718,1218,0.36,45.000,0.16
114,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,MELODIE DER WELT GERMANY,MECH.,GERM,,,0111,1216,0.21,45.000,0.09
115,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0717,0618,0.36,45.000,0.16
116,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0717,0618,0.36,45.000,0.16
117,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,NEWZ,,,0717,0618,0.06,45.000,0.03
118,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,NEWZ,,,0717,0618,0.06,45.000,0.03
119,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0118,0318,0.34,45.000,0.15
120,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,ASTR,,,0118,0318,0.34,45.000,0.15
121,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,NEWZ,,,0118,0318,0.05,45.000,0.02
122,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,NATIVE TONGUEMUSICPUBLISHING AUST,D.PERF,NEWZ,,,0118,0318,0.05,45.000,0.02
123,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"NICHION, INC JAPAN",D.PERF,JAPA,,,0718,1218,0.18,45.000,0.08
124,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"NICHION, INC JAPAN",D.PERF,JAPA,,,0718,1218,0.18,45.000,0.08
125,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0718,1218,0.34,45.000,0.15
126,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0718,1218,0.34,45.000,0.15
127,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0718,1218,0.04,45.000,0.02
128,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,"NICHION, INC JAPAN",DOWNLOAD,JAPA,,,0718,1218,0.04,45.000,0.02
129,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,BULG,,,1210,1212,0.03,45.000,0.01
130,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SCHUBERT MUSICPUBLISHING AUSTRIA,PERF.,BULG,,,1210,1212,0.03,45.000,0.01
131,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SOCAN,D.PERF,CANA,,1,0418,0618,0.01,90.000,0.01
132,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SOCAN,D.VID.P,CANA,GOSSIP GIRL,504,0418,0618,1.36,90.000,1.22
133,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SPOTIFY CANADA,STREAM.M,CANA,USA6G1456606,137,1018,1218,0.02,45.000,0.01
134,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,SPOTIFY CANADA,STREAM.M,CANA,USA6G1456606,137,1018,1218,0.02,45.000,0.01
135,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,MECH.,BELG,,,0118,1218,0.24,45.000,0.11
136,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,MECH.,BELG,,,0118,1218,0.08,45.000,0.04
137,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,PERF.,NETH,,,0717,0917,0.30,45.000,0.14
138,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,PERF.,NETH,,,0717,0917,0.28,45.000,0.13
139,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,PERF.,NETH,,,1017,1217,0.32,45.000,0.14
140,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,PERF.,NETH,,,1017,1217,0.32,45.000,0.14
141,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,PERF.,BELG,,,0118,1218,0.28,45.000,0.13
142,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,PERF.,BELG,,,0118,1218,0.06,45.000,0.03
143,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,D.PERF,NETH,,,0118,0318,0.28,45.000,0.13
144,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,D.PERF,NETH,,,0118,0318,0.27,45.000,0.12
145,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,0717,0917,0.20,45.000,0.09
146,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,0717,0917,0.20,45.000,0.09
147,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,1017,1217,0.22,45.000,0.10
148,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,1017,1217,0.23,45.000,0.10
149,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,0118,0318,0.20,45.000,0.09
150,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,STRICTLY CONFIDENTIAL BENELUX,STREAM.M,NETH,,,0118,0318,0.20,45.000,0.09
151,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,IREL,,,1017,0318,0.09,45.000,0.04
152,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,IREL,,,1017,0318,0.09,45.000,0.04
153,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,,1,1217,1217,0.42,45.000,0.19
154,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,,1,1217,1217,0.42,45.000,0.19
155,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,IREL,,,0118,0618,0.22,45.000,0.10
156,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,IREL,,,0118,0618,0.22,45.000,0.10
157,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,2,19136,0318,0318,0.54,45.000,0.24
158,CHRISTMAKWANZAKAH,WILDER/FINNERTY/RUZUMNA,WIXEN MUSIC PUBLISHING UK,PERF.,GRBR,2,19136,0318,0318,0.54,45.000,0.24
