,Song Name,C,Territory,Usage,A,B,Units,Period - Start,Period - End,Price,Share,Amount
2308,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,18082,0218,0218,0.31,22.500,0.07
2309,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,18082,0218,0218,0.31,22.500,0.07
2310,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,18082,0218,0218,0.31,22.500,0.07
2311,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,19546,0518,0518,0.27,22.500,0.06
2312,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,19546,0518,0518,0.27,22.500,0.06
2313,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,19546,0518,0518,0.27,22.500,0.06
2314,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,,19546,0518,0518,0.27,22.500,0.06
2315,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,7567883325,62472,1217,1217,0.05,22.500,0.01
2316,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,7567883325,62472,1217,1217,0.05,22.500,0.01
2317,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,7567883325,62472,1217,1217,0.05,22.500,0.01
2318,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,STREAM.M,GRBR,7567883325,62472,1217,1217,0.05,22.500,0.01
2319,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1898,0713,0713,0.03,22.500,0.01
2320,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1898,0713,0713,0.03,22.500,0.01
2321,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1898,0713,0713,0.03,22.500,0.01
2322,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,1898,0713,0713,0.03,22.500,0.01
2323,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,57,0118,0318,0.27,22.500,0.06
2324,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,57,0118,0318,0.27,22.500,0.06
2325,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,57,0118,0318,0.27,22.500,0.06
2326,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,GRBR,,57,0118,0318,0.27,22.500,0.06
2327,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,IREL,,10,0318,0318,0.04,22.500,0.01
2328,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,IREL,,10,0318,0318,0.04,22.500,0.01
2329,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,IREL,,10,0318,0318,0.04,22.500,0.01
2330,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,DOWNLOAD,IREL,,10,0318,0318,0.04,22.500,0.01
2331,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0917,0917,0.05,22.500,0.01
2332,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0917,0917,0.05,22.500,0.01
2333,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0917,0917,0.05,22.500,0.01
2334,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0917,0917,0.05,22.500,0.01
2335,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1117,1117,0.04,22.500,0.01
2336,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1117,1117,0.04,22.500,0.01
2337,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1117,1117,0.04,22.500,0.01
2338,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1117,1117,0.04,22.500,0.01
2339,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1217,1217,0.03,22.500,0.01
2340,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1217,1217,0.03,22.500,0.01
2341,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1217,1217,0.03,22.500,0.01
2342,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,1217,1217,0.03,22.500,0.01
2343,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0118,0118,0.05,22.500,0.01
2344,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0118,0118,0.05,22.500,0.01
2345,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0118,0118,0.05,22.500,0.01
2346,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0118,0118,0.05,22.500,0.01
2347,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0518,0518,0.12,22.500,0.03
2348,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0518,0518,0.12,22.500,0.03
2349,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0518,0518,0.12,22.500,0.03
2350,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,1,0518,0518,0.12,22.500,0.03
2351,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,10098,0818,0818,0.03,22.500,0.01
2352,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,10098,0818,0818,0.03,22.500,0.01
2353,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,10098,0818,0818,0.03,22.500,0.01
2354,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,D.VIDEOS,GRBR,NOT GIVEN,10098,0818,0818,0.03,22.500,0.01
2355,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,8222,0617,0617,1.11,22.500,0.25
2356,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,8222,0617,0617,1.11,22.500,0.25
2357,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,8222,0617,0617,1.11,22.500,0.25
2358,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,8222,0617,0617,1.11,22.500,0.25
2359,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,6817,0218,0218,0.20,22.500,0.05
2360,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,6817,0218,0218,0.20,22.500,0.05
2361,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,6817,0218,0218,0.20,22.500,0.05
2362,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,6817,0218,0218,0.20,22.500,0.05
2363,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,44306,0318,0318,2.38,22.500,0.54
2364,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,44306,0318,0318,2.38,22.500,0.54
2365,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,44306,0318,0318,2.38,22.500,0.54
2366,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,,44306,0318,0318,2.38,22.500,0.54
2367,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,IREL,,2644,0318,0318,0.08,22.500,0.02
2368,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,IREL,,2644,0318,0318,0.08,22.500,0.02
2369,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,IREL,,2644,0318,0318,0.08,22.500,0.02
2370,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,IREL,,2644,0318,0318,0.08,22.500,0.02
2371,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,AVFD971E,1,0418,0618,0.06,22.500,0.01
2372,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,AVFD971E,1,0418,0618,0.06,22.500,0.01
2373,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,AVFD971E,1,0418,0618,0.06,22.500,0.01
2374,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,AVFD971E,1,0418,0618,0.06,22.500,0.01
2375,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,INSIDE THE FACT,8,0517,0517,0.04,22.500,0.01
2376,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,INSIDE THE FACT,8,0517,0517,0.04,22.500,0.01
2377,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,INSIDE THE FACT,8,0517,0517,0.04,22.500,0.01
2378,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,INSIDE THE FACT,8,0517,0517,0.04,22.500,0.01
2379,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,4,0817,0817,0.70,22.500,0.16
2380,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,4,0817,0817,0.70,22.500,0.16
2381,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,4,0817,0817,0.70,22.500,0.16
2382,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,4,0817,0817,0.70,22.500,0.16
2383,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1117,1117,0.18,22.500,0.04
2384,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1117,1117,0.18,22.500,0.04
2385,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1117,1117,0.18,22.500,0.04
2386,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1117,1117,0.18,22.500,0.04
2387,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1217,1217,0.29,22.500,0.07
2388,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1217,1217,0.29,22.500,0.07
2389,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1217,1217,0.29,22.500,0.07
2390,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,1217,1217,0.29,22.500,0.07
2391,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0518,0518,0.18,22.500,0.04
2392,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0518,0518,0.18,22.500,0.04
2393,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0518,0518,0.18,22.500,0.04
2394,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0518,0518,0.18,22.500,0.04
2395,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0818,0818,0.18,22.500,0.04
2396,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0818,0818,0.18,22.500,0.04
2397,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0818,0818,0.18,22.500,0.04
2398,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,NOT GIVEN,1,0818,0818,0.18,22.500,0.04
2399,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,157370674,1,0418,0618,0.08,22.500,0.02
2400,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,157370674,1,0418,0618,0.08,22.500,0.02
2401,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,157370674,1,0418,0618,0.08,22.500,0.02
2402,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,157370674,1,0418,0618,0.08,22.500,0.02
2403,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,249850031001,4,0418,0618,0.17,22.500,0.04
2404,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,249850031001,4,0418,0618,0.17,22.500,0.04
2405,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,249850031001,4,0418,0618,0.17,22.500,0.04
2406,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,249850031001,4,0418,0618,0.17,22.500,0.04
2407,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0518,0518,0.12,22.500,0.03
2408,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0518,0518,0.12,22.500,0.03
2409,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0518,0518,0.12,22.500,0.03
2410,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0518,0518,0.12,22.500,0.03
2411,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0618,0618,0.10,22.500,0.02
2412,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0618,0618,0.10,22.500,0.02
2413,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0618,0618,0.10,22.500,0.02
2414,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567882721,1,0618,0618,0.10,22.500,0.02
2415,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,2,0418,0418,0.10,22.500,0.02
2416,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,2,0418,0418,0.10,22.500,0.02
2417,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,2,0418,0418,0.10,22.500,0.02
2418,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,2,0418,0418,0.10,22.500,0.02
2419,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,1,0618,0618,0.06,22.500,0.01
2420,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,1,0618,0618,0.06,22.500,0.01
2421,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,1,0618,0618,0.06,22.500,0.01
2422,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WIXEN MUSIC PUBLISHING UK,BRD.MECH,GRBR,7567883325,1,0618,0618,0.06,22.500,0.01
2423,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WARNER MUSIC CANADA,MECH.,CANA,75678912153,115,1018,1218,0.65,22.500,0.15
2424,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WARNER MUSIC CANADA,MECH.,CANA,75678912153,115,1018,1218,0.65,22.500,0.15
2425,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,WARNER MUSIC CANADA,MECH.,CANA,75678912153,115,1018,1218,0.65,22.500,0.15
2426,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,12422,0113,0616,0.86,22.500,0.19
2427,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,12422,0113,0616,0.86,22.500,0.19
2428,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,12422,0113,0616,0.86,22.500,0.19
2429,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,12422,0113,0616,0.86,22.500,0.19
2430,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,537,0113,0616,0.42,22.500,0.09
2431,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,537,0113,0616,0.42,22.500,0.09
2432,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,537,0113,0616,0.42,22.500,0.09
2433,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,537,0113,0616,0.42,22.500,0.09
2434,THE OTHER SIDE,RUZUMNA/CAREN/LAWRENCE/LEVINE/LOPEZ/RA,ZUNE MUSIC CANADA,STREAM.M,CANA,USEE11000167,65,0113,0616,0.09,22.500,0.02
