"SCHEDULE_ID","ARTIST_NAME","TRACK_NAME","ALBUM_NAME","LABEL_NAME","LICENSEE_NAME","LICENSE_SERVICE_NAME","START_DATE","END_DATE","DISTRIBUTION_TYPE","AMOUNT"
"42577","DA BRAT","MAY DA FUNK BE WIT'CHA","FUNKDAFIED","CHAOS/SO SO DEF","IMVU","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",.2585781574619623
"42577","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.2705949472014584
"42577","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","IMVU","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",.0629882213027247
"42577","DA BRAT","MIND BLOWIN'","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SONGZA_MEDIA","Webcasters",01-OCT-10,30-JUN-12,"CURRENT",.0057511964374128
"42577","DA BRAT","MY BELIEFS","ANUTHATANTRUM","SONY MUSIC","STREAMLICENSING","Webcasters",01-APR-12,30-APR-12,"CURRENT",.00044725582079145
"42577","DA BRAT","MY BELIEFS","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-JUN-12,31-JUL-12,"CURRENT",.0280053118945525
"42577","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.41554383940816285
"42577","DA BRAT","PINK LEMONADE","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.05579754553159795
"42577","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-JUL-12,31-JUL-12,"CURRENT",.00080774361937125
"42577","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","IMVU","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",.07483247160292265
"42577","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.30476128643981255
"42577","DA BRAT","RUNNIN' OUT OF TIME","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.02749445159862645
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","MTV","Webcasters",01-JAN-12,31-AUG-12,"CURRENT",.1365466788697283
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHAFUNKDAFIEDTANTRUM","SONY MUSIC","SONGZA_MEDIA","Webcasters",01-OCT-10,31-JUL-11,"CURRENT",.00946792250681805
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.2504009661433392
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","ClearChannel","Webcasters",01-JUN-12,30-JUN-12,"CURRENT",.00304679481865515
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","IMVU","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",.1523680930311191
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",1.3849652019473264
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.14636695423065025
"42577","DA BRAT","SITTIN' ON TOP OF THE WORLD","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-JUN-12,31-JUL-12,"CURRENT",.157846889958089
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","8TRACKS","Webcasters",01-JUN-12,30-JUN-12,"CURRENT",.0003529061677701
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","CENLA_BROADCASTING_KKST","Webcasters",01-MAR-12,31-JUL-12,"CURRENT",.01291458986532135
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-FEB-12,29-FEB-12,"CURRENT",.00080778714816555
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","MSPOT.COM","Webcasters",01-APR-12,30-JUN-12,"CURRENT",.288298957862954
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","MTV","Webcasters",01-JAN-12,29-FEB-12,"CURRENT",.00424059887254185
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",8.8598653254780757
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",1.0067837838456794
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","RIVIERA_BROADCAST_GROUP","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",.34450781464566
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR","UNRESTRICTED","SO SO DEF","WEBCASTING PROXY II","Webcasters",01-JAN-09,31-DEC-09,"PRIOR",.00227767423642737
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (CLEAN)","SINGLE","SO SO DEF","IMVU","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.4185116362632803
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","8TRACKS","Webcasters",01-FEB-11,31-DEC-11,"CURRENT",.00019667632957425
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",15.6722023093685
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","ClearChannel","Webcasters",01-JUL-12,31-AUG-12,"CURRENT",.0826094135763571
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","IMVU","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",1.082010003492012
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","SOCIAL_GENIUS","Webcasters",01-FEB-12,29-FEB-12,"CURRENT",.00085033962841185
"42577","DA BRAT","THAT'S WHAT I'M LOOKING FOR (MR. DUPRI REMIX)","BIG MOMMA'S HOUSE [SOUNDTRACK]","SONY MUSIC","SONGZA_MEDIA","Webcasters",01-FEB-12,30-JUN-12,"CURRENT",.0206119005314319
"42577","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",1.7324351423329019
"42577","DA BRAT","WE READY","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.1682005693326422
"42577","DA BRAT","WEST SIDE INTERLUDE","ANUTHATANTRUM","SONY MUSIC","Slacker Radio","Webcasters",01-JUN-12,31-JUL-12,"CURRENT",.00678944999014785
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","8TRACKS","Webcasters",01-JUN-12,30-JUN-12,"CURRENT",.00127046220397155
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","CRYSTAL_MEDIA","Webcasters",01-DEC-11,31-JUL-12,"CURRENT",.6743241223308399
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","EVR_COMMUNITY_CORP_EASTVILLAGERADIO_COM","Webcasters",01-AUG-11,30-NOV-11,"CURRENT",.0443156477887494
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",82.1147315120522
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",6.16685791753548
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","SAGA COMMUNICATIONS_WJMR","Webcasters",01-JAN-12,29-FEB-12,"CURRENT",.0752073465122298
"42577","DA BRAT","WHAT'CHU LIKE","BRILLIANT 2K SAMPLER","COLUMBIA","SONGZA_MEDIA","Webcasters",01-OCT-10,30-JUN-12,"CURRENT",.04238942906164275
"42577","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","CBS RADIO","Webcasters",01-MAR-12,31-AUG-12,"CURRENT",2.399603017567356
"42577","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",1.175442782993377
"42577","DA BRAT","WHAT'CHU LIKE","UNRESTRICTED","SONY MUSIC","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.3089088436185629
"42577","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","MTV","Webcasters",01-JAN-12,31-JAN-12,"CURRENT",.0025443666206064
"42577","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","SiriusXM","Satellite Radio",01-JUN-12,31-JUL-12,"CURRENT",99.9933093378541
"42577","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","DKCM(JANGO.COM)","Webcasters",01-AUG-11,31-DEC-11,"PRIOR",.1287799155
"42577","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","MERCORA.COM","Webcasters",01-JUL-04,30-SEP-04,"PRIOR",.0000157815
"42577","DA BRAT","WHAT'CHU LIKE - (FEATURING TYRESE)","UNRESTRICTED","SONY MUSIC","WEBCASTING PROXY II","Webcasters",01-APR-04,31-DEC-04,"PRIOR",.00003087
"42577","DA BRAT","WHAT'S ON YA MIND","UNRESTRICTED","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.1797415305508786
"42577","DA BRAT","WHAT'S ON YA MIND","UNRESTRICTED","SO SO DEF","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.02425983502869265
"42577","DA BRAT","WHO I AM","LIMELITE, LUV & NITECLUBZ [EDITED]","SONY MUSIC ENTERTAINMENT","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.0920829537631148
"42577","DA BRAT","WHO I AM","LIMELITE, LUV & NITECLUBZ [EDITED]","SONY MUSIC ENTERTAINMENT","IMVU","Webcasters",01-JAN-12,29-FEB-12,"CURRENT",.0157174899874812
"42577","DA BRAT","WHO I AM","LIMELITE, LUV & NITECLUBZ [EDITED]","SONY MUSIC ENTERTAINMENT","SONGZA_MEDIA","Webcasters",01-OCT-10,31-OCT-10,"CURRENT",.00087608579035635
"42577","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.54100484935289805
"42577","DA BRAT","WORLD PREMIERE","LIMELITE, LUV & NITECLUBZ","SO SO DEF","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.06873607822844655
"68789","LIL' KIM/LEFT EYE/DA BRAT/MISSY ELLIOT/ANGIE MARTINEZ","LADIES NIGHT","","","CBS RADIO","Webcasters",01-JUN-09,31-AUG-11,"PRIOR",1.261105308
"71330","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","JIVE","8TRACKS","Webcasters",01-JAN-12,31-JAN-12,"CURRENT",.000022302445868461
"71330","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","JIVE","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.005116132281451297
"71330","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","JIVE","JELLI_INC","Webcasters",01-DEC-11,31-DEC-11,"CURRENT",.0118000324522038
"71330","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","JIVE","SONGZA_MEDIA","Webcasters",01-OCT-10,31-OCT-10,"CURRENT",.000146012838249816
"71330","MYSTIKAL/BRAT/PETEY PABLO","COME SEE ABOUT ME","","MISSING LABEL MSN RADIO PLUS 2005","IMVU","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.0916323748827452
"COLLABORATIONS","C-MURDER/DA BRAT","HOW A THUG LIKE IT (FEAT. DA BRAT) (EDITED)","BEST OF C-MURDER","NO LIMIT","DMX CABSAT","Cable Radio",01-FEB-12,31-AUG-12,"CURRENT",18.90164223729287
"COLLABORATIONS","CHERISH/DA BRAT","MISS P","UNKNOWN","MISSING LABEL XM 2003","8TRACKS","Webcasters",01-FEB-11,31-MAR-12,"CURRENT",.00028173926090205
"COLLABORATIONS","DA BRAT/ANTHONY HAMILTON","I WAS THE ONE","LIMELITE, LUV, AND NITECLUBZ","ARISTA RECORDS, INC.","SONGZA_MEDIA","Webcasters",01-JUL-11,31-JUL-11,"CURRENT",.00601428570152333
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","MTV CABSAT","Cable Radio",01-JAN-11,31-JAN-11,"CURRENT",.032891165531917
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","Pandora Non-Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",4.4112437690712
"COLLABORATIONS","DA BRAT/CHERISH","IN LOVE WIT CHU","LIMELITE, LUV AND NITECLUBZ","ARISTA RECORDS, INC.","Pandora Subscriber","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.389370772970367
"COLLABORATIONS","DA BRAT/JERMAINE DUPRI/MISSY ELLIOTT","THAT'S WHAT I'M LOOKIN FOR REMIX","UNRESTRICTED","COLUMBIA","DONTRON_WYRB-FM","Webcasters",01-JAN-12,31-JAN-12,"CURRENT",.00705089824877799
"COLLABORATIONS","DA BRAT/MARIAH CAREY","GOTTA THING FOR YOU","LIMELIGHT, LUV, & NITECLUBZ","ARISTA RECORDS, INC.","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-MAY-12,30-JUN-12,"CURRENT",.00080773724118735
"COLLABORATIONS","DA BRAT/MARIAH CAREY","GOTTA THING FOR YOU","LIMELIGHT, LUV, & NITECLUBZ","ARISTA RECORDS, INC.","IMVU","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",.057165546323792
"COLLABORATIONS","DA BRAT/MARIAH CAREY/XSCAPE","ALWAYS BE MY BABY","ALWAYS BE MY BABY","","ClearChannel","Webcasters",01-JAN-09,31-JUL-09,"PRIOR",2.195441236873692
"COLLABORATIONS","DA BRAT/MARIAH CAREY/XSCAPE","ALWAYS BE MY BABY","ALWAYS BE MY BABY","","WEBCASTING PROXY II","Webcasters",01-JAN-09,31-DEC-09,"PRIOR",.099889191475256603
"COLLABORATIONS","DA BRAT/MYSTIKAL","HANDS IN THE AIR","UNRESTRICTED","SO SO DEF","Slacker Radio","Webcasters",01-JUN-12,31-JUL-12,"CURRENT",.00594080906257981
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE (CLEAN)","DA B SIDE - SINGLE","","MAGIC_BROADCASTING","Webcasters",01-MAY-12,31-AUG-12,"CURRENT",3.916897305494159
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE (CLEAN)","DA B SIDE - SINGLE","","MAGIC_BROADCASTING_KDAY-FM","Webcasters",01-JUL-12,31-JUL-12,"CURRENT",1.34082439466793
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE (CLEAN)","DA B SIDE - SINGLE","","Live365 Non-Subscriber","Webcasters",01-APR-09,30-JUN-09,"PRIOR",.00351282825
"COLLABORATIONS","DA BRAT/NOTORIOUS B.I.G.","DA B SIDE (CLEAN)","DA B SIDE - SINGLE","","WEBCASTING PROXY II","Webcasters",01-JAN-09,31-DEC-09,"PRIOR",.0000639493956000112
"COLLABORATIONS","DA BRAT/TYRESE","WHAT 'CHU LIKE","UNRESTRICTED","SO SO DEF","LINCOLN FINANCIAL","Webcasters",01-JUN-12,30-JUN-12,"CURRENT",.134888978158632
"COLLABORATIONS","DA BRAT/TYRESE","WHAT 'CHU LIKE","UNRESTRICTED","SO SO DEF","MAGIC_BROADCASTING","Webcasters",01-MAR-12,30-APR-12,"CURRENT",3.65856173945567
"COLLABORATIONS","DA BRAT/TYRESE","WHAT 'CHU LIKE","UNRESTRICTED","SO SO DEF","SiriusXM","Satellite Radio",01-JUL-12,31-AUG-12,"CURRENT",31.43015926724178
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHA LIKE","UNKNOWN SONG ALBUM","UNKNOWN SONG LABEL","CUMULUS_MEDIA_INC","Webcasters",01-OCT-08,28-FEB-11,"PRIOR",.018047754
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHA LIKE","UNKNOWN SONG ALBUM","UNKNOWN SONG LABEL","ClearChannel","Webcasters",01-JAN-06,31-MAY-12,"PRIOR",5.70200379075
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHA LIKE","UNKNOWN SONG ALBUM","UNKNOWN SONG LABEL","WEBCASTING PROXY II","Webcasters",01-JAN-06,31-DEC-09,"PRIOR",.468598694105400902
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","8TRACKS","Webcasters",01-DEC-11,30-JUN-12,"CURRENT",.0021347178241788
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","CRYSTAL_MEDIA","Webcasters",01-JUN-12,30-JUN-12,"CURRENT",.00448111021586243
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","LINCOLN FINANCIAL","Webcasters",01-JUL-12,31-AUG-12,"CURRENT",1.00629750076213
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MAGIC_BROADCASTING","Webcasters",01-JUN-12,31-AUG-12,"CURRENT",.767632162115274
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MAGIC_BROADCASTING_KDAY-FM","Webcasters",01-JUL-12,31-JUL-12,"CURRENT",.913297207828338
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","MSPOT.COM","Webcasters",01-APR-12,30-JUN-12,"CURRENT",.108792059570926
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","Music Choice","Cable Radio",01-AUG-12,31-AUG-12,"CURRENT",.22394007979441
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","RIVIERA_BROADCAST_GROUP","Webcasters",01-APR-11,30-JUN-11,"CURRENT",.766903665263367
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","TOWNSQUARE MEDIA BROADCASTING","Webcasters",01-JAN-12,30-JUN-12,"CURRENT",.00421713042540526
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","CUMULUS_MEDIA_INC","Webcasters",01-FEB-08,31-JAN-11,"PRIOR",.0214708905
"COLLABORATIONS","DA BRAT/TYRESE","WHAT CHU LIKE","UNRESTRICTED","SO SO DEF","WEBCASTING PROXY II","Webcasters",01-JAN-08,31-DEC-09,"PRIOR",.000230208817261875
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","8TRACKS","Webcasters",01-MAR-12,31-MAR-12,"CURRENT",.000253583793552825
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","IMVU","Webcasters",01-JAN-12,31-MAR-12,"CURRENT",.992341307837039
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","OHANA_MEDIA_GROUP","Webcasters",01-AUG-12,31-AUG-12,"CURRENT",.0126884147091901
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","","SO SO DEF","8TRACKS","Webcasters",01-AUG-11,31-AUG-11,"CURRENT",.0001698280628814
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-MAY-12,31-JUL-12,"CURRENT",.0347328648464337
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","","SO SO DEF","ClearChannel","Webcasters",01-JUN-12,31-JUL-12,"CURRENT",.581349507555373
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","Live365 Non-Subscriber","Webcasters",01-JUL-08,30-JUN-09,"PRIOR",.00361813725
"COLLABORATIONS","DA BRAT/TYRESE","WHAT'CHU LIKE","SINGLE","SO SO DEF","WEBCASTING PROXY II","Webcasters",01-JAN-08,31-DEC-09,"PRIOR",.0000858510108027559
"COLLABORATIONS","DEM FRANCHISE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (CLEAN EDIT)","PROMO ONLY MAINSTREAM DEC 05","PROMO ONLY","SiriusXM","Satellite Radio",01-JUN-12,30-JUN-12,"CURRENT",12.6267257576173
"COLLABORATIONS","DEM FRANCHISE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (CLEAN EDIT)","PROMO ONLY MAINSTREAM DEC 05","PROMO ONLY","SiriusXM Webcasting","Webcasters",01-JUN-12,30-JUN-12,"CURRENT",.0880777978857725
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX)","'JD PRESENTS: YOUNG, FLY AND FLASHY...'","SO SO DEF","Music Choice","Cable Radio",01-MAY-12,31-AUG-12,"CURRENT",1.2250624257014248
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX)","'JD PRESENTS: YOUNG, FLY AND FLASHY...'","SO SO DEF","Music Choice","Cable Radio",01-OCT-11,30-APR-12,"PRIOR",.744421829625
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (EDITED ALBUM VERSION)","NOW THAT'S WHAT I CALL PARTY HITS","EMD","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-FEB-12,31-JUL-12,"CURRENT",.01878001049980081
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (EDITED ALBUM VERSION)","NOW THAT'S WHAT I CALL PARTY HITS","EMD","IMVU","Webcasters",01-JAN-12,31-JUL-12,"CURRENT",2.2790694723116704
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","I THINK THEY LIKE ME (REMIX) (EDITED ALBUM VERSION)","NOW THAT'S WHAT I CALL PARTY HITS","EMD","IMVU","Webcasters",01-SEP-11,31-MAY-12,"PRIOR",1.642870035
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","WHITE TEE (REMIX)","ON TOP OF OUR GAME","SO SO DEF/VIRGIN","SiriusXM CABSAT","Cable Radio",01-FEB-12,29-FEB-12,"CURRENT",.149215087626516
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","WHITE TEE (REMIX)","ON TOP OF OUR GAME","SO SO DEF/VIRGIN","SiriusXM","Satellite Radio",01-FEB-12,29-FEB-12,"PRIOR",11.778983001
"COLLABORATIONS","DEM FRANCHIZE BOYZ/JERMAINE DUPRI/DA BRAT/BOW WOW","WHITE TEE (REMIX)","ON TOP OF OUR GAME","SO SO DEF/VIRGIN","SiriusXM Webcasting","Webcasters",01-FEB-12,29-FEB-12,"PRIOR",.257450513625
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","SiriusXM","Satellite Radio",01-JUN-12,31-AUG-12,"CURRENT",42.24704037264602
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","SiriusXM CABSAT","Cable Radio",01-FEB-12,31-AUG-12,"CURRENT",.9081061817012675
"COLLABORATIONS","DRU HILL/DA BRAT/JD","IN MY BED","SO SO DEF: DEFINITION OF A REMIX","SONY MUSIC","SiriusXM Webcasting","Webcasters",01-MAY-12,31-AUG-12,"CURRENT",1.4144734049333589
"COLLABORATIONS","DRU HILL/DA BRAT/JERMAINE DUPRI","IN MY BED","SO SO DEF PRESENTS: DEFINITION OF A REMIX FEAT. JERMAINE DUPRI AND JAGGED EDGE (THIS IS THE REMIX) (CLEAN VERSION)","SO SO DEF","CLEAR_CHANNEL_IHEART_COM","Webcasters",01-MAY-12,31-JUL-12,"CURRENT",.010500647376794572
"COLLABORATIONS","DRU HILL/DA BRAT/JERMAINE DUPRI","IN MY BED","SO SO DEF PRESENTS: DEFINITION OF A REMIX (EXPLICIT)","SO SO DEF","WEBCASTING PROXY II","Webcasters",01-JAN-09,31-DEC-09,"PRIOR",.0081460679022808734
"COLLABORATIONS","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","","RADIO_ONE_INC","Webcasters",01-JAN-12,29-FEB-12,"CURRENT",.0910528026713473
"COLLABORATIONS","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","","CBS RADIO","Webcasters",01-JAN-09,31-JAN-12,"PRIOR",3.084528588968327
"COLLABORATIONS","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","","CBS RADIO_WVEE-FM","Webcasters",01-JUL-09,30-SEP-09,"PRIOR",1.56580975668868
"COLLABORATIONS","DRU HILL/JERMAINE DUPRI/DA BRAT","IN MY BED (RMX)","","","RADIO_ONE_INC","Webcasters",01-MAY-11,30-SEP-11,"PRIOR",.3187808753182425
